t Pcell Prel dPcell mol delta_dPcell transmission r_kelvin Tcell liquid_fraction interpol porosity
0.000000 -1.534910 -0.009972 -0.245253 0.000000 0.468098 0.689119 0.000000 19.000004 0.000000 0.222845 0.000000
0.001392 -1.539691 -0.010003 -0.303799 0.000250 0.526645 0.692460 0.000000 19.000004 0.000022 0.222845 0.000011
0.002783 -1.513119 -0.009830 -0.175989 0.000438 0.398834 0.693502 0.000000 19.000004 0.000039 0.222845 0.000019
0.004172 -1.471665 -0.009561 0.200123 0.000564 0.266109 0.687887 0.000000 19.000004 0.000051 0.466232 0.000024
0.005564 -1.439773 -0.009354 0.713875 0.000568 0.006806 0.686510 0.000000 19.000004 0.000051 0.720681 0.000024
0.006956 -1.329230 -0.008636 1.847707 0.000644 0.161839 0.689532 0.000000 19.000004 0.000058 2.009546 0.000027
0.008348 -1.264921 -0.008218 3.177929 0.000512 -0.278699 0.702407 0.000000 19.000004 0.000046 2.899230 0.000022
0.009737 -1.149057 -0.007465 4.992602 0.000496 -0.034947 0.680515 0.000000 19.000004 0.000044 4.957656 0.000021
0.011128 -1.043824 -0.006781 7.118218 0.000520 0.050979 0.693051 0.000000 19.000004 0.000047 7.169196 0.000022
0.012520 -0.985895 -0.006405 9.171172 0.000226 -0.619322 0.698159 0.000000 19.000004 0.000020 8.551850 0.000010
0.013912 -0.897138 -0.005828 11.346720 -0.000130 -0.751392 0.685580 0.000000 19.000004 -0.000012 10.595328 -0.000006
0.015301 -0.798814 -0.005190 13.665439 -0.000268 -0.292008 0.704947 0.000000 18.997505 -0.000024 13.373431 -0.000011
0.016692 -0.749921 -0.004872 15.758362 -0.000665 -0.839139 0.700693 0.000000 18.997505 -0.000060 14.919223 -0.000028
0.018084 -0.651597 -0.004233 17.969255 -0.000940 -0.580185 0.699973 0.000000 18.997505 -0.000084 17.389070 -0.000040
0.019476 -0.577188 -0.003750 20.100994 -0.001286 -0.729902 0.699893 0.000000 19.000004 -0.000115 19.371092 -0.000055
0.020867 -0.503847 -0.003273 22.141638 -0.001468 -0.384008 0.690715 0.000000 18.997505 -0.000131 21.757631 -0.000062
0.022256 -0.404459 -0.002628 24.259213 -0.001655 -0.394590 0.700212 0.000000 18.997505 -0.000148 23.864623 -0.000070
0.023648 -0.324209 -0.002106 26.295607 -0.001848 -0.409067 0.700435 0.000000 19.000004 -0.000166 25.886541 -0.000079
0.025040 -0.254050 -0.001651 28.181373 -0.002109 -0.550067 0.700591 0.000000 19.000004 -0.000189 27.631305 -0.000090
0.026432 -0.178566 -0.001160 29.961382 -0.002292 -0.385243 0.690816 0.000000 18.997505 -0.000205 29.576139 -0.000097
0.027821 -0.108947 -0.000708 31.601060 -0.002555 -0.556384 0.702122 0.000000 18.997505 -0.000229 31.044676 -0.000109
0.029212 -0.045698 -0.000297 33.068993 -0.002738 -0.387889 0.691467 0.000000 19.000004 -0.000245 32.681103 -0.000116
