Prel	liquid_fraction
0.317269	-0.07502
0.317785	-0.0749417
0.318219	-0.0748624
0.318826	-0.0747856
0.319317	-0.0747087
0.31979	-0.074629
0.320571	-0.0745576
0.32085	-0.0744815
0.321401	-0.0744027
0.321899	-0.0743199
0.322393	-0.0742323
0.322955	-0.074142
0.32364	-0.0740558
0.324272	-0.0739771
0.324713	-0.0739002
0.325013	-0.0738152
0.325688	-0.0737298
0.326115	-0.0736395
0.326758	-0.0735499
0.327298	-0.0734612
0.327782	-0.0733712
0.328312	-0.0732801
0.329032	-0.0731962
0.329339	-0.0731083
0.330109	-0.0730276
0.330646	-0.0729527
0.33096	-0.0728734
0.331652	-0.0727974
0.332168	-0.0727233
0.332729	-0.0726519
0.333199	-0.0725801
0.333704	-0.0725067
0.334308	-0.0724353
0.334778	-0.0723626
0.335208	-0.0722847
0.335728	-0.0722023
0.336346	-0.0721198
0.337172	-0.0720497
0.337585	-0.0719844
0.338108	-0.0719228
0.338464	-0.0718567
0.339114	-0.0717922
0.339534	-0.0717242
0.340092	-0.0716547
0.340502	-0.0715786
0.341057	-0.0714985
0.341773	-0.0714229
0.342353	-0.071353
0.342727	-0.0712811
0.343182	-0.0712048
0.343853	-0.0711309
0.344351	-0.0710576
0.344846	-0.0709835
0.345404	-0.0709098
0.345958	-0.0708378
0.346527	-0.0707688
0.346929	-0.0706969
0.347713	-0.0706337
0.348052	-0.0705692
0.348628	-0.0705058
0.349288	-0.070449
0.349705	-0.0703925
0.350245	-0.070337
0.350694	-0.0702788
0.351121	-0.0702143
0.351739	-0.0701486
0.352354	-0.0700855
0.353014	-0.0700299
0.353173	-0.0699648
0.353872	-0.0698998
0.354409	-0.069835
0.354956	-0.0697712
0.355507	-0.0697094
0.355987	-0.0696473
0.356542	-0.0695861
0.357188	-0.0695307
0.357407	-0.069467
0.358043	-0.0694017
0.358484	-0.0693313
0.358933	-0.0692539
0.359688	-0.0691806
0.360165	-0.0691085
0.360631	-0.0690352
0.361263	-0.0689656
0.361609	-0.0688914
0.362319	-0.0688218
0.36264	-0.0687472
0.363149	-0.0686683
0.363672	-0.0685862
0.364385	-0.0685095
0.364788	-0.0684322
0.365282	-0.0683534
0.365836	-0.0682751
0.36637	-0.0681977
0.366818	-0.0681182
0.367245	-0.0680333
0.367701	-0.0679415
0.368252	-0.0678457
0.368895	-0.0677521
0.369241	-0.067653
0.369958	-0.0675584
0.370395	-0.067464
0.370893	-0.0673692
0.371367	-0.0672725
0.37178	-0.0671702
0.372444	-0.0670699
0.372793	-0.0669643
0.373316	-0.0668552
0.374026	-0.0667517
0.374534	-0.0666526
0.374937	-0.0665525
0.375484	-0.0664533
0.37594	-0.0663527
0.376452	-0.0662509
0.377172	-0.0661573
0.377444	-0.06606
0.378136	-0.0659678
0.378645	-0.0658794
0.379086	-0.0657913
0.379602	-0.0657037
0.380079	-0.0656153
0.380753	-0.0655331
0.381103	-0.065449
0.381569	-0.0653619
0.382363	-0.0652841
0.382572	-0.065201
0.383236	-0.0651205
0.383727	-0.0650409
0.384228	-0.0649619
0.384662	-0.0648803
0.385069	-0.0647922
0.385637	-0.0647017
0.386315	-0.0646162
0.386746	-0.0645315
0.387297	-0.0644492
0.387865	-0.0643714
0.388271	-0.064293
0.388805	-0.0642152
0.389267	-0.064136
0.389733	-0.064054
0.390373	-0.0639754
0.390916	-0.0639009
0.391418	-0.0638295
0.391806	-0.0637556
0.392396	-0.0636832
0.392954	-0.0636142
0.393293	-0.0635407
0.393975	-0.0634711
0.394409	-0.0634013
0.394907	-0.0633312
0.395387	-0.0632597
0.395868	-0.0631859
0.39657	-0.0631187
0.396899	-0.063049
0.3974	-0.0629775
0.397972	-0.0629071
0.398392	-0.0628341
0.398841	-0.0627566
0.399526	-0.0626832
0.399936	-0.0626091
0.400409	-0.062533
0.400907	-0.0624553
0.401578	-0.0623833
0.402009	-0.0623128
0.402556	-0.0622452
0.403043	-0.0621795
0.4034	-0.0621089
0.404177	-0.0620462
0.404512	-0.0619825
0.404982	-0.0619166
0.405586	-0.0618534
0.406137	-0.0617942
0.406571	-0.0617352
0.407037	-0.0616749
0.407422	-0.0616087
0.407966	-0.0615395
0.408369	-0.0614636
0.40904	-0.0613897
0.409216	-0.0613035
0.409993	-0.0612195
0.410438	-0.0611347
0.411134	-0.0610578
0.411561	-0.060984
0.411978	-0.0609094
0.412568	-0.0608383
0.413006	-0.0607672
0.413539	-0.0606977
0.414047	-0.0606299
0.414475	-0.0605606
0.414867	-0.0604855
0.415587	-0.0604153
0.416085	-0.0603488
0.416516	-0.0602826
0.416918	-0.0602126
0.417427	-0.0601402
0.417897	-0.0600647
0.418331	-0.0599841
0.418995	-0.0599067
0.419217	-0.0598201
0.419948	-0.0597365
0.420316	-0.0596496
0.420835	-0.0595616
0.421287	-0.0594709
0.421834	-0.0593804
0.422381	-0.0592926
0.42266	-0.0591977
0.423236	-0.0591012
0.423858	-0.0590088
0.424334	-0.0589191
0.424765	-0.0588292
0.425298	-0.058741
0.425779	-0.058654
0.426337	-0.0585707
0.426803	-0.0584894
0.427325	-0.0584112
0.427813	-0.0583354
0.428159	-0.0582554
0.428636	-0.0581717
0.429225	-0.0580893
0.42978	-0.0580106
0.430147	-0.0579296
0.430673	-0.0578486
0.431118	-0.0577657
0.431609	-0.0576815
0.431937	-0.0575894
0.432697	-0.0575029
0.433127	-0.0574181
0.433484	-0.0573293
0.433989	-0.0572384
0.434664	-0.0571537
0.435119	-0.0570725
0.435571	-0.0569929
0.435999	-0.0569121
0.436479	-0.0568303
0.437121	-0.0567543
0.437347	-0.0566717
0.438071	-0.0565944
0.438569	-0.0565217
0.439014	-0.0564508
0.439431	-0.0563786
0.440127	-0.0563144
0.440324	-0.056244
0.440925	-0.056174
0.441402	-0.0561038
0.441878	-0.0560328
0.442267	-0.0559574
0.442705	-0.0558764
0.44321	-0.055792
0.443905	-0.0557139
0.444319	-0.0556376
0.444742	-0.0555605
0.445219	-0.0554826
0.445611	-0.0554002
0.446052	-0.0553127
0.446692	-0.0552279
0.446907	-0.0551337
0.447748	-0.0550479
0.448023	-0.0549595
0.448662	-0.0548763
0.44898	-0.0547902
0.44957	-0.0547067
0.450096	-0.0546272
0.450664	-0.0545549
0.450986	-0.0544814
0.451547	-0.0544107
0.451939	-0.0543385
0.45255	-0.0542708
0.45291	-0.0542014
0.453412	-0.0541318
0.453853	-0.0540603
0.454415	-0.0539909
0.454839	-0.0539206
0.455259	-0.0538474
0.455704	-0.0537704
0.456258	-0.0536937
0.45682	-0.0536208
