Prel	transmission
0.927493	0.00692724
0.927351	0.00687746
0.927379	0.00682482
0.927385	0.00676095
0.927347	0.00671433
0.927344	0.00666771
0.927198	0.00662579
0.927354	0.00658212
0.927326	0.00658906
0.927135	0.00655232
0.927337	0.00649168
0.927354	0.00642698
0.927347	0.00646413
0.927344	0.00643897
0.92709	0.00642551
0.927108	0.00641731
0.927076	0.00636936
0.927111	0.00636024
0.927108	0.00630388
0.927108	0.00632996
0.927139	0.00630514
0.927149	0.00632477
0.927073	0.00631236
0.927094	0.00629449
0.927267	0.0062907
0.927076	0.00627212
0.927094	0.00628053
0.927125	0.00624254
0.927059	0.00628089
0.927066	0.00628145
0.927031	0.00628018
0.92708	0.00626672
0.927059	0.0062846
0.927066	0.00627275
0.927104	0.0062886
0.927024	0.00631145
0.927017	0.00631054
0.927024	0.00631951
0.927028	0.00633571
0.927	0.00633073
0.927042	0.00633914
0.927014	0.0062581
0.926983	0.00634987
0.926948	0.00636256
0.926917	0.0063798
0.926826	0.00640637
0.926785	0.00642782
0.926816	0.00644219
0.926788	0.00644345
0.92684	0.00643834
0.926743	0.00648068
0.926844	0.00647773
0.926746	0.00643834
0.926698	0.00651559
0.92683	0.00654889
0.926719	0.00654447
0.926701	0.00654062
0.926701	0.00656796
0.926712	0.00659404
0.926701	0.00659333
0.926666	0.0066342
0.926694	0.00665222
0.92684	0.0066872
0.926691	0.00671952
0.926666	0.00675163
0.926618	0.00676039
0.926653	0.00678647
0.926639	0.00686323
0.926639	0.0068598
0.926604	0.00687277
0.926573	0.00688146
0.926531	0.00689422
0.926552	0.00694623
0.926514	0.00696867
0.926486	0.00700568
0.926361	0.00704459
0.926333	0.00704634
0.926392	0.00706247
0.926305	0.00706611
0.926361	0.00707971
0.926295	0.00710495
0.92625	0.00713187
0.926298	0.00716103
0.926225	0.0071979
0.926257	0.00723983
0.926201	0.0072631
0.926218	0.00728729
0.926159	0.00732795
0.926177	0.00735108
0.926145	0.00736847
0.926281	0.00740275
0.926163	0.00739377
0.926145	0.00743745
0.926177	0.00746177
0.926017	0.00747663
0.926152	0.00748217
0.926149	0.00755697
0.926135	0.00756265
0.926159	0.00759174
0.925895	0.00759434
0.925986	0.00768947
0.925885	0.00767166
0.925923	0.00772066
0.925968	0.00779245
0.92602	0.00775305
0.92585	0.00783129
0.925874	0.00784257
0.925795	0.0078601
0.925836	0.00787657
0.925798	0.00790973
0.925819	0.00789943
0.925836	0.00794773
0.925784	0.0079553
0.925742	0.00800458
0.925795	0.00806227
0.925749	0.00806487
0.925749	0.00809894
0.925739	0.00818937
0.925652	0.00823543
0.925645	0.00825814
0.925708	0.00827911
0.925551	0.00833526
0.925551	0.00832621
0.925482	0.00836533
0.925742	0.00836007
0.925468	0.00842268
0.925475	0.00845969
0.925475	0.00849621
0.925378	0.00850512
0.925471	0.0085387
0.925468	0.00854865
0.925392	0.00857417
0.925471	0.00867862
0.925339	0.00863677
0.925489	0.00868696
0.925478	0.00872082
0.925333	0.00874957
0.925329	0.00876106
0.925471	0.00879226
0.925346	0.00881105
0.925346	0.0087823
0.925326	0.00883096
0.925294	0.00885255
0.92536	0.00894593
0.925339	0.00893822
0.92535	0.00895132
0.925308	0.0089645
0.925333	0.00898553
0.925235	0.00900572
0.925277	0.00902998
0.925239	0.00910864
0.925339	0.00913184
0.92527	0.00913633
0.925194	0.00906819
0.925298	0.00911621
0.925235	0.00923125
0.925169	0.00927674
0.925263	0.00935175
0.925207	0.00928109
0.925256	0.0093085
0.92526	0.00924996
0.925086	0.0093378
0.925082	0.00938926
0.925166	0.00945572
0.925086	0.00949532
0.925089	0.00948544
0.925093	0.009384
0.925048	0.00952042
0.925075	0.0094234
0.925086	0.00962438
0.925041	0.00966217
0.925041	0.009709
0.925075	0.00972786
0.92503	0.0097805
0.925044	0.00977819
0.924978	0.00983764
0.925037	0.00986799
0.924961	0.00990508
0.924996	0.00990949
0.92502	0.00985313
0.924985	0.00985769
0.92495	0.0100296
0.925086	0.0100304
0.924954	0.0100185
0.924975	0.0100486
0.924916	0.0101096
0.924916	0.0101031
0.925065	0.0102177
0.924936	0.0101975
0.924919	0.0101943
0.924926	0.0102143
0.924982	0.0102795
0.924909	0.0102886
0.924912	0.0102965
0.924923	0.0103558
0.924926	0.0104191
0.924916	0.0103919
0.924919	0.0104672
0.924909	0.0104144
0.924926	0.0104257
0.924676	0.0104792
0.924666	0.010469
0.924888	0.0105263
0.924659	0.0105204
0.924846	0.01058
0.924662	0.0106623
0.924815	0.0106621
0.924686	0.0106761
0.924669	0.0107012
0.924606	0.0106972
0.924648	0.0107451
0.924638	0.0107778
0.924652	0.0107941
0.924634	0.010863
0.924627	0.0108846
0.924613	0.0109372
0.924669	0.0109169
0.924568	0.0109247
0.924589	0.0109811
0.924582	0.0109814
0.924558	0.0110604
0.92452	0.0110754
0.924575	0.0110367
0.924471	0.0110474
0.924447	0.0110855
0.924461	0.0110866
0.924395	0.0111309
0.924297	0.0111738
0.924308	0.0111983
0.924516	0.0112026
0.92427	0.011227
0.924283	0.0112571
0.924256	0.0112931
0.924263	0.0113043
0.924263	0.0113224
0.924419	0.0113564
0.924457	0.0113527
0.924277	0.0113776
0.92427	0.0114513
0.924245	0.0114351
0.924235	0.0114243
0.924245	0.0114796
0.924235	0.0114553
0.924207	0.011507
0.924214	0.0115273
0.924224	0.011567
0.924169	0.011553
0.92419	0.0115934
0.924148	0.0116574
0.924158	0.0116295
0.924124	0.0116232
0.924051	0.0116247
0.924006	0.0116363
0.923992	0.0117233
0.924037	0.0116844
0.924044	0.0117139
0.92388	0.0116772
0.923995	0.0117425
0.923874	0.0117501
0.923839	0.0116836
0.923863	0.0117911
0.923853	0.0118228
0.92386	0.0118287
0.924054	0.0118726
0.924099	0.0118781
0.92386	0.0119139
0.923853	0.0119477
0.923849	0.0119233
0.923828	0.0118582
0.923832	0.0119085
0.923821	0.012007
0.92379	0.0120706
0.923835	0.0120251
0.923717	0.0120776
0.923752	0.0121124
0.923714	0.0121259
0.923669	0.0121525
0.923714	0.0121478
0.923728	0.0122096
0.923714	0.0121773
0.923617	0.0122062
0.923648	0.012217
0.92354	0.0122776
0.923502	0.0122908
0.923547	0.0123227
0.923474	0.0122947
0.923453	0.0123031
0.923443	0.0123376
0.923363	0.0123332
0.923446	0.0123338
0.923419	0.0123346
0.923457	0.0123802
0.923467	0.0124174
0.923398	0.0123782
0.923328	0.0123447
0.923318	0.0123847
0.923339	0.0124133
0.923318	0.0124059
0.92346	0.012433
0.923332	0.0124835
0.923335	0.0124915
0.923464	0.012454
0.923307	0.0124829
0.923311	0.012605
0.923311	0.0125306
0.9233	0.0125442
0.923439	0.01254
0.923318	0.012557
0.923311	0.0125847
0.923401	0.0126065
0.923401	0.0126423
0.923293	0.012662
0.923314	0.0126278
0.923304	0.0126244
0.923307	0.0126198
0.923311	0.0126664
0.923325	0.0126704
0.923255	0.0126682
0.923283	0.0127663
0.923311	0.0128003
0.923293	0.012781
0.923339	0.0127627
0.923283	0.0127944
0.923307	0.0128522
0.923307	0.0128146
0.923127	0.012819
0.923141	0.0128561
0.923172	0.0128471
0.923193	0.0129285
0.923054	0.0129437
0.923224	0.0128993
0.923064	0.0128781
0.92304	0.0128885
0.923231	0.0129193
0.92305	0.0129551
0.923154	0.0130233
0.923154	0.012978
0.92313	0.0129982
0.923089	0.0129953
0.923054	0.0130444
0.923064	0.0130573
0.923113	0.0130605
0.923061	0.0130313
0.923016	0.0130027
0.922988	0.0130887
0.92305	0.0130668
0.922984	0.0131082
0.922977	0.0130878
0.923016	0.013153
0.922991	0.0131421
0.923009	0.0131449
0.922943	0.0132113
0.92297	0.0132112
0.922936	0.0132419
0.922918	0.0132371
0.922894	0.0131901
0.922984	0.0132158
0.922918	0.0132615
0.92287	0.0132801
0.922831	0.0132744
0.922901	0.0132901
0.922901	0.0133485
0.922894	0.0133357
0.922897	0.0133261
0.922738	0.0133197
0.922665	0.0133049
0.92263	0.0133313
0.922626	0.0133382
0.922647	0.0132604
0.922891	0.0133903
0.922821	0.0133845
0.922738	0.0134596
0.922637	0.0134729
0.922693	0.0134473
0.922651	0.0134312
0.922668	0.0134389
0.922602	0.0134571
0.922554	0.0134507
0.922606	0.0134808
0.922484	0.0134608
0.922564	0.0135167
0.922526	0.0135272
0.922515	0.0135125
0.922529	0.0135077
0.922526	0.0135176
0.922477	0.0135492
0.92238	0.0135174
0.922376	0.0135321
0.922404	0.0135311
0.92238	0.0135415
0.922279	0.0135535
0.922272	0.0135256
0.92223	0.0135406
0.922338	0.0135981
0.922227	0.0136135
0.922189	0.0135767
0.922241	0.0135666
0.922192	0.0135852
0.922206	0.0135788
0.922237	0.0136311
0.922133	0.0136131
0.922105	0.0136274
0.922199	0.0136219
0.922095	0.0136345
0.922088	0.0136402
0.922178	0.0136427
0.922098	0.0136883
0.922161	0.0135583
0.922095	0.0135949
0.922102	0.0136178
0.922092	0.0136927
0.922102	0.0136906
0.922112	0.0136899
0.921845	0.0136445
0.92206	0.0136795
0.921942	0.013693
0.921841	0.0137312
0.921904	0.0137411
0.921876	0.0137144
0.921824	0.0137189
0.921866	0.0137334
0.921793	0.013722
0.921765	0.0137302
0.921768	0.0137336
0.921848	0.0136904
0.921765	0.0136104
0.921744	0.0137289
0.921741	0.0137045
0.921727	0.0137352
0.921709	0.0137068
0.921692	0.0137335
0.921682	0.0137697
0.921605	0.0137275
0.921487	0.0137795
0.921685	0.0137671
0.921425	0.0137725
0.921438	0.0138002
0.921494	0.0137715
0.921529	0.0137055
0.921591	0.0137366
0.921428	0.0136984
0.921428	0.0137103
0.921445	0.0137191
0.921418	0.0137573
0.921432	0.01376
0.921432	0.013776
0.921428	0.0137483
0.921303	0.0137555
0.921428	0.0137708
0.921414	0.0137593
0.921428	0.0137472
0.921421	0.0136556
0.921428	0.0137736
0.921428	0.0137976
0.921411	0.0137844
0.921418	0.0137627
0.921383	0.0137719
0.921352	0.0137699
0.921435	0.0137711
0.921393	0.0137799
0.92139	0.0137176
0.921369	0.0137535
0.921418	0.0137259
0.92132	0.0137872
0.921369	0.0137568
0.921275	0.0137943
0.9213	0.0137493
0.921317	0.0137887
0.921327	0.0137385
0.921313	0.0137912
0.921282	0.0137953
0.921338	0.0137667
0.921279	0.0137741
0.9213	0.0137615
0.921251	0.0137608
0.921157	0.0136623
0.921223	0.0136609
0.921237	0.0137989
0.921102	0.0137747
0.92123	0.013809
0.921143	0.0138175
0.921115	0.0137903
0.921109	0.013809
0.92107	0.0138097
0.921181	0.0138311
0.921039	0.0138452
0.921077	0.0138487
0.92122	0.0138227
0.921081	0.0138151
0.921063	0.0137915
0.921122	0.0137823
0.92107	0.0138007
0.921102	0.0137571
0.921133	0.0137962
0.92106	0.0137818
0.921084	0.0138234
0.92115	0.0138502
0.921077	0.0138245
0.921025	0.0138106
0.921004	0.0137852
0.921022	0.0138128
0.921018	0.0138142
0.92097	0.0138273
0.92098	0.0138306
0.920928	0.0138254
0.921025	0.0138219
0.920917	0.0138048
0.920876	0.0138276
0.920928	0.0138374
0.920886	0.0138778
0.920883	0.0138299
0.920879	0.0138339
0.920959	0.0138292
0.920876	0.0138255
0.92098	0.0138758
0.920942	0.0138568
0.920872	0.0138834
0.920865	0.0138383
0.920869	0.0138248
0.920799	0.01384
0.920712	0.013873
0.920817	0.0138263
0.920622	0.0137527
0.920584	0.0138156
0.920525	0.013848
0.920615	0.0138559
0.92057	0.0138312
0.920574	0.0137936
0.920629	0.0137916
0.920622	0.013821
0.920483	0.0136854
0.920452	0.01379
0.920591	0.0136401
0.92056	0.0137977
0.920459	0.0137843
0.920487	0.0137598
0.920476	0.0137508
0.920459	0.0137526
0.920455	0.0137561
0.920483	0.0137775
0.920459	0.0137081
0.920393	0.0137413
0.920323	0.0137408
0.920414	0.0137178
0.92032	0.0136988
0.920445	0.0136936
0.920285	0.0137211
0.920202	0.0137142
0.920442	0.0137197
0.920327	0.0136831
0.920261	0.0137043
0.920184	0.013696
0.92031	0.0136566
0.920184	0.0136456
0.920198	0.0136645
0.920167	0.0136586
0.920212	0.0135176
0.920125	0.0136653
0.920098	0.0135999
0.92008	0.0136482
0.920063	0.0136702
0.920049	0.0135155
0.919875	0.0136092
0.91982	0.0136524
0.920056	0.0136767
0.919802	0.0136058
0.919795	0.0136391
0.919841	0.0136482
0.920056	0.0136827
0.91992	0.0136495
0.920035	0.0136069
0.919788	0.0136183
0.919802	0.0136761
0.919778	0.0136312
0.919785	0.0136047
0.919757	0.0136247
0.919757	0.0135971
0.91974	0.0135933
0.919736	0.0135997
0.919688	0.0135834
0.919663	0.01358
0.919688	0.0135764
0.919643	0.0136065
0.919656	0.0135964
0.919604	0.0136046
0.919552	0.0135808
0.919622	0.0135863
0.919625	0.0135343
0.919486	0.0135633
0.919573	0.0135356
0.919424	0.0136313
0.919493	0.0136293
0.919472	0.0136201
0.919399	0.0135842
0.919379	0.0136083
0.919389	0.0136558
0.919358	0.0136127
0.919392	0.0135571
0.919361	0.0136107
0.919382	0.0136332
0.919351	0.0136604
0.919372	0.0136248
0.919386	0.0135896
0.919386	0.0135864
0.919326	0.0135777
0.919292	0.0135735
0.919247	0.0135347
0.919254	0.0135387
0.919236	0.0135637
0.919375	0.0135536
0.919222	0.013551
0.919226	0.0135504
0.91924	0.0135016
0.919236	0.0135068
0.919302	0.0135312
0.919274	0.0135087
0.919219	0.0135446
0.919247	0.0135519
0.919219	0.0135678
0.919212	0.0135679
0.919163	0.0135817
0.919212	0.0135917
0.919233	0.0135621
0.919219	0.0135664
0.919215	0.0135691
0.919226	0.0135686
0.919205	0.0135078
0.919229	0.0135943
0.919212	0.0135488
0.919135	0.013568
0.919128	0.0135586
0.919146	0.0135279
0.919177	0.0135002
0.919181	0.0135999
0.919219	0.0135896
0.919135	0.0136164
0.91916	0.0135732
0.91908	0.0135781
0.919156	0.0135608
0.919122	0.013598
0.919108	0.0136173
0.919142	0.013624
0.919094	0.0136371
0.918969	0.0136562
0.919021	0.0136613
0.918958	0.0136171
0.918976	0.0136217
0.918976	0.0136421
0.919038	0.0136444
0.918976	0.013636
0.918983	0.0136731
0.918983	0.0137108
0.918969	0.0138062
0.918917	0.0137148
0.91891	0.0136824
0.918864	0.0136993
0.918861	0.0137461
0.918889	0.0137255
0.91884	0.0137977
0.918851	0.0136949
0.918864	0.0137371
0.918917	0.013753
0.918833	0.0137228
0.918778	0.0138292
0.918819	0.0137641
0.918743	0.0138285
0.918805	0.0138412
0.918819	0.0137962
0.918656	0.0138548
0.918552	0.013848
0.918548	0.0138514
0.918552	0.0138529
0.918802	0.0138541
0.918548	0.0138705
0.918559	0.0138872
0.918548	0.0138866
0.918555	0.0139383
0.91859	0.01394
0.918566	0.0138972
0.918569	0.0139452
0.918528	0.0139453
0.918503	0.0139329
0.918496	0.0139329
0.91843	0.0138775
0.918441	0.0139197
0.91843	0.0138741
0.91842	0.0139204
0.918364	0.0138232
0.918316	0.0139634
0.91825	0.0139079
0.918312	0.0138962
0.918288	0.0139946
0.918208	0.0140435
0.918145	0.0139718
0.918177	0.013849
0.918111	0.0140044
0.9181	0.0139528
0.918163	0.014022
0.918059	0.0140077
0.918156	0.0140065
0.918013	0.0140553
0.918149	0.0140245
0.918152	0.014053
0.918034	0.0140797
0.918	0.0140626
0.918	0.0139122
0.918003	0.013999
0.917986	0.0140434
0.917996	0.014012
0.918003	0.013999
0.918013	0.0139983
0.918	0.0140669
0.917958	0.0140351
0.918	0.0140503
0.917864	0.0140989
0.917979	0.0141621
0.917885	0.0141503
0.917739	0.0141657
0.917753	0.0141695
0.917729	0.01421
0.917725	0.0141694
0.917701	0.0141631
0.917666	0.0140299
0.917656	0.0140925
0.917586	0.0140989
0.9176	0.0141999
0.917496	0.0143068
0.917586	0.0142607
0.91744	0.0142525
0.917593	0.0142702
0.917579	0.0143113
0.917416	0.0143006
0.91744	0.0142686
0.917444	0.0142825
0.917423	0.0142681
0.917343	0.0142722
0.917583	0.0142719
0.917472	0.0142861
0.917419	0.0142712
0.91735	0.014252
0.91734	0.0142814
0.917346	0.0142576
0.91735	0.0142614
0.917353	0.0142929
0.917336	0.0143392
0.917329	0.0143747
0.917333	0.0143926
0.91734	0.0144012
0.917343	0.0144562
0.917308	0.0143764
0.91734	0.0144136
0.917315	0.0143976
0.917346	0.0144399
0.917308	0.0144507
0.917291	0.0145003
0.917287	0.014445
0.917253	0.0145275
0.917239	0.0145539
0.917204	0.0145498
0.917232	0.0145414
0.917277	0.0145062
0.917246	0.0144955
0.917221	0.014527
0.917107	0.014449
0.917166	0.0144668
0.917016	0.0144868
0.917148	0.0145095
0.917051	0.0146047
0.917082	0.0144878
0.917058	0.0143617
0.916985	0.0143873
0.91702	0.0146352
0.916996	0.0144272
0.916978	0.0146474
0.916978	0.0146291
0.917183	0.0146498
0.916937	0.0145367
0.916923	0.014592
0.91693	0.0146656
0.916919	0.0146778
0.91693	0.0146598
0.917107	0.0145825
0.916947	0.014701
0.91693	0.0147015
0.91693	0.0148478
0.916937	0.014831
0.916944	0.0148605
0.916839	0.0147986
0.916982	0.01483
0.916923	0.0147988
0.917037	0.0148422
0.916957	0.0149792
0.916933	0.0149532
0.916947	0.0149271
0.916905	0.014863
0.91678	0.0149629
0.916905	0.0149871
0.916923	0.0149758
0.916978	0.0148999
0.916919	0.0150331
0.916891	0.0150622
0.916864	0.0150951
0.916846	0.0150967
0.916867	0.0150806
0.91677	0.0151832
0.916784	0.015113
0.916836	0.0151022
0.916839	0.0151156
0.91677	0.0151022
0.916822	0.0151123
0.916836	0.0151197
0.916798	0.0152487
0.916822	0.0152357
0.91668	0.0152288
0.916725	0.0151939
0.916721	0.0152396
0.916534	0.0153024
0.916527	0.0152664
0.916541	0.0151704
0.916523	0.0152309
0.91653	0.015207
0.916488	0.0152363
0.916509	0.0152394
0.916523	0.0152661
0.916523	0.0153051
0.916297	0.0152955
0.916384	0.0153093
0.916377	0.0153126
0.916391	0.0153161
0.916381	0.0153469
0.916412	0.0153635
0.916367	0.0153583
0.916395	0.015381
0.91637	0.0153827
0.916346	0.0154719
0.916363	0.0154468
0.916273	0.0154582
0.916329	0.0154293
0.9162	0.0154694
0.916186	0.0154565
0.916131	0.0155128
0.916266	0.0155122
0.91611	0.0155602
0.916259	0.0155278
0.916051	0.0155945
0.916127	0.0155649
0.91604	0.0155722
0.916075	0.0155712
0.916117	0.015568
0.916079	0.0156001
0.916047	0.0156062
0.916044	0.0156315
0.916023	0.0156212
0.91594	0.0156885
0.91594	0.0156538
0.91594	0.0156842
0.915971	0.0157756
0.915797	0.0157685
0.915912	0.0157701
0.915794	0.0157481
0.915742	0.0158157
0.915964	0.0157884
0.91569	0.0158446
0.915901	0.0159345
0.915717	0.0158915
0.915971	0.0158777
0.915696	0.0159389
0.915703	0.015895
0.915776	0.0158797
0.915714	0.015927
0.91571	0.0159586
0.915742	0.0159588
0.915714	0.0159943
0.915637	0.0160277
0.91563	0.0159482
0.915582	0.0160185
0.915585	0.0160123
0.915561	0.0160689
0.915561	0.0160474
0.915498	0.0160364
0.915384	0.016091
0.915318	0.0161849
0.915307	0.016111
0.915321	0.0161861
0.915255	0.0162245
0.915318	0.0162009
0.915266	0.0161877
0.91528	0.0161426
0.9153	0.0162063
0.915189	0.0161897
0.915228	0.0162122
0.915224	0.0162302
0.915189	0.0162563
0.915234	0.0163288
0.915162	0.0161779
0.915182	0.0163314
0.915294	0.0163106
0.915175	0.016375
0.91529	0.0164026
0.915252	0.0164102
0.915165	0.0164226
0.915165	0.0164699
0.915162	0.0164337
0.915276	0.0165436
0.915155	0.01656
0.915148	0.016534
0.915207	0.0165243
0.915168	0.0166327
0.915106	0.0166042
0.915134	0.0165757
0.915162	0.0165854
0.915106	0.0166583
0.915127	0.0165214
0.915071	0.0167474
0.915082	0.0168336
0.914998	0.0168552
0.915075	0.0168354
0.915005	0.0165998
0.915057	0.0168983
0.914932	0.0169235
0.914977	0.0169377
0.914929	0.0169765
0.914967	0.0170051
0.915026	0.0169808
0.914859	0.0170383
0.914845	0.0170418
0.914898	0.0170926
0.914842	0.0170965
0.914887	0.0171284
0.914835	0.017138
0.914835	0.0172484
0.914821	0.0172224
0.91488	0.0172706
0.914866	0.0172693
0.914856	0.017365
0.914825	0.0173539
0.914842	0.0173915
0.91479	0.0173888
0.914838	0.0174447
0.914745	0.0174639
0.914779	0.017448
0.914793	0.0173115
0.914807	0.0173466
0.914766	0.0174185
0.914772	0.0175922
0.914748	0.0176353
0.914752	0.0176887
0.914717	0.0177005
0.914759	0.017745
0.914668	0.0175705
0.914752	0.0177942
0.914564	0.0176874
0.914738	0.0178711
0.914741	0.0178905
0.914585	0.0179311
0.914578	0.0180055
0.914529	0.0180793
0.914599	0.0180918
0.914495	0.0181902
0.914505	0.0180605
0.914495	0.018082
0.914495	0.0181275
0.914623	0.0182954
0.914505	0.0181972
0.914488	0.0182553
0.914495	0.0183395
0.914508	0.0184036
0.914356	0.0184192
0.914429	0.0183657
0.914446	0.0184933
0.914477	0.0183932
0.914373	0.0184825
0.914356	0.0184831
0.914359	0.0185367
0.914224	0.0186758
0.914238	0.0187747
0.914171	0.0186099
0.914081	0.018654
0.914081	0.018736
0.914081	0.0187412
0.914071	0.0188905
0.914078	0.0188021
0.914005	0.0189123
0.914015	0.0190026
0.91398	0.0191124
0.91396	0.0191852
0.91398	0.0192052
0.913932	0.0191168
0.914074	0.0192064
0.913911	0.0192852
0.914078	0.0192917
0.913914	0.0194106
0.913908	0.0193232
0.913914	0.0195086
0.913918	0.0194267
0.913852	0.0196618
0.913657	0.0197515
0.913661	0.0198065
0.913501	0.0195471
0.913543	0.0197055
0.913397	0.0195474
0.91339	0.0198752
0.913237	0.0198619
0.913192	0.0199453
0.913248	0.0200737
0.913192	0.0198913
0.913168	0.0201385
0.913188	0.0201856
0.913188	0.0201522
0.913213	0.0203253
0.913213	0.0205055
0.913248	0.0204956
0.913286	0.0204878
0.913307	0.0205664
0.913303	0.0206478
0.913286	0.0206726
0.913428	0.0207378
0.913341	0.0210471
0.913508	0.0210177
0.913512	0.0210987
0.913498	0.0212919
0.913505	0.0213015
0.913463	0.0213255
0.913452	0.0214136
0.913446	0.0216701
0.913515	0.0216498
0.913435	0.0218449
0.913421	0.0218245
0.913341	0.0220321
0.913258	0.0220474
0.913248	0.0222591
0.913303	0.0222596
0.913202	0.0224556
0.913237	0.0225608
0.913202	0.022537
0.913227	0.022698
0.913147	0.0227352
0.913147	0.0229141
0.913119	0.0230252
0.913147	0.0228479
0.913015	0.0230258
0.913143	0.023032
0.913098	0.023137
0.913122	0.0234018
0.913147	0.0235438
0.913102	0.0235779
0.913025	0.0237187
0.913091	0.0236646
0.912997	0.0238895
0.913018	0.0239509
0.913109	0.023954
0.913102	0.0241657
0.913088	0.0245541
0.912942	0.0246813
0.912852	0.0247889
0.912855	0.0247665
0.912963	0.0249216
0.912858	0.0251255
0.912897	0.0251555
0.912838	0.0252739
0.912834	0.0255349
0.912852	0.0257384
0.912848	0.0260446
0.912841	0.0260738
0.912838	0.0263769
0.912876	0.0263807
0.912713	0.026514
0.912834	0.0268663
0.912813	0.0271426
0.912831	0.0273559
0.912841	0.027339
0.912862	0.0274225
0.912893	0.0275821
0.913011	0.0278849
0.912852	0.0282219
0.912845	0.0282044
0.912852	0.0284038
0.912824	0.0286484
0.912831	0.0287761
0.912761	0.0292433
0.912813	0.0292793
0.912813	0.0297755
0.912775	0.029849
0.912789	0.0299156
0.912761	0.0301664
0.91273	0.0303859
0.91272	0.0305639
0.912779	0.0309095
0.912678	0.0311565
0.912706	0.0313667
0.912695	0.0316523
0.912581	0.0316754
0.912546	0.0314812
0.912608	0.0323169
0.912654	0.0324653
0.912522	0.0326813
0.912605	0.0326113
0.912598	0.0332299
0.912587	0.033478
0.912442	0.0338044
0.91248	0.0339156
0.912428	0.0341348
0.912431	0.0343386
0.912417	0.0346108
0.912393	0.034774
0.912414	0.0350985
0.912396	0.0356435
0.912379	0.0357511
0.912348	0.036015
0.912438	0.0360939
0.91231	0.0365504
0.912271	0.0369473
0.912282	0.0372512
0.912431	0.0376612
0.912289	0.0378013
0.912334	0.0383712
0.912341	0.038606
0.912275	0.03859
0.912285	0.0389293
0.91216	0.0392109
0.912223	0.0394877
0.912209	0.0398473
0.912181	0.0402797
0.912126	0.040559
0.912028	0.0408888
0.912011	0.0411413
0.91199	0.0413796
0.911921	0.0418349
0.9119	0.0421108
0.911955	0.0423386
0.911914	0.0428067
0.911882	0.0430431
0.911875	0.0433386
0.91182	0.0435411
0.911879	0.0439356
0.911875	0.0445766
0.911615	0.0448945
0.911618	0.0451467
0.911618	0.0453431
0.911622	0.0454919
0.911611	0.0457423
0.911545	0.0468449
0.911615	0.0470514
0.911691	0.0474901
0.911629	0.0479529
0.91158	0.0484081
0.911604	0.0482746
0.911611	0.0492872
0.911601	0.0496469
0.911618	0.0498366
0.911545	0.0503081
0.911549	0.0507206
0.911476	0.0514276
0.911445	0.0517984
0.911462	0.0518855
0.911344	0.0527843
0.911264	0.0531168
0.911306	0.0534376
0.911243	0.0538686
0.911261	0.0543485
0.911222	0.0550229
0.911195	0.0554816
0.911215	0.056318
0.911188	0.0571185
0.911215	0.0575475
0.911222	0.0574147
0.911215	0.0583279
0.91109	0.0589008
0.911073	0.0593721
0.911195	0.0601404
0.911097	0.0605356
0.911056	0.0609064
0.911049	0.0614841
0.911094	0.0622107
0.911035	0.0630088
0.910976	0.0634064
0.911003	0.064006
0.910872	0.0648957
0.910889	0.0654124
0.91083	0.0658962
0.910795	0.0665048
0.910809	0.0670709
0.910746	0.0671294
0.910781	0.0679252
0.910701	0.0684519
0.91076	0.0690723
0.910715	0.069659
0.91068	0.0702794
0.91066	0.0708708
0.910562	0.0713524
0.910545	0.0718212
0.910649	0.0728308
0.910628	0.0730574
0.910566	0.0744084
0.910566	0.0749161
0.91058	0.0755357
0.910646	0.075891
0.910635	0.0772004
0.910646	0.0779659
0.910375	0.078783
0.910628	0.0796057
0.91051	0.0799129
0.910389	0.080211
0.910357	0.0814763
0.910548	0.0823804
0.910403	0.0830684
0.910403	0.0835608
0.910399	0.0841997
0.910406	0.0848983
0.910385	0.0857287
0.910371	0.0866145
0.910344	0.0883035
0.910371	0.0886969
0.910326	0.0894355
0.910364	0.0904244
0.91035	0.0921119
0.910316	0.0924156
0.910229	0.0932853
0.910281	0.0941333
0.910243	0.0955907
0.910201	0.0962598
0.910232	0.0967333
0.910243	0.0977706
0.910215	0.0987855
0.910243	0.099982
0.910239	0.100608
0.91	0.101907
0.910236	0.101906
0.909979	0.103269
0.91018	0.104449
0.909986	0.105275
0.9101	0.10657
0.909986	0.107545
0.909968	0.108012
0.909947	0.10886
0.909947	0.109997
0.909951	0.111482
0.909947	0.112183
0.909937	0.113049
0.909913	0.113827
0.90992	0.115344
0.90984	0.116006
0.909881	0.116916
0.909871	0.117468
0.909871	0.118899
0.909829	0.120114
0.909743	0.12184
0.909652	0.121699
0.909638	0.122899
0.909631	0.123705
0.909572	0.124919
0.909597	0.126051
0.909586	0.127408
0.909503	0.128625
0.909538	0.12902
0.909562	0.130405
0.909416	0.13193
0.909416	0.131999
0.909419	0.132698
0.909513	0.13409
0.909423	0.134776
0.909468	0.136187
0.909371	0.137142
0.909333	0.137654
0.909308	0.138972
0.909256	0.139844
0.909194	0.141703
0.909114	0.142804
0.909093	0.143614
0.909055	0.143844
0.908996	0.14503
0.90901	0.146688
0.908996	0.147811
0.908992	0.14902
0.90878	0.14958
0.908777	0.15094
0.908732	0.151899
0.908739	0.152894
0.908916	0.154501
0.908801	0.155224
0.908784	0.157261
0.908718	0.157615
0.908721	0.158971
0.908655	0.160661
0.908687	0.16232
0.908582	0.16378
0.908582	0.164763
