Pcell	transmission
140.079	20172.1
140.063	20153.9
140.072	20135.7
140.064	20117.6
140.064	20099.4
140.063	20081.3
140.069	20063.2
140.071	20045.1
140.068	20026.9
140.065	20008.7
140.064	19990.6
140.032	19972.7
140.071	19954.7
140.062	19936.7
140.063	19918.7
140.051	19900.7
140.051	19882.8
140.047	19865
140.041	19847.2
140.03	19829.6
140.037	19812
140.025	19794.6
140.018	19777.3
140.02	19760.1
140.015	19743
140.008	19726
140.005	19709.1
140.001	19692.3
140.001	19675.6
139.998	19658.9
140.003	19642.2
139.985	19625.6
139.985	19609.1
140.002	19592.5
140.001	19575.9
140.001	19559.1
140.002	19542.3
139.976	19525.6
139.966	19509
139.968	19492.5
140.002	19475.8
139.977	19459.2
139.968	19442.5
139.965	19425.9
140.001	19409.1
139.961	19392.4
139.973	19375.6
139.962	19358.9
139.973	19342.1
139.975	19325.2
139.962	19308.3
139.965	19291.4
139.965	19274.5
139.973	19257.5
139.954	19240.5
139.963	19223.5
139.961	19206.4
139.944	19189.5
139.952	19172.5
139.956	19155.4
139.953	19138.4
139.944	19121.4
139.951	19104.3
139.94	19087.3
139.941	19070.2
139.945	19053.2
139.94	19036.1
139.928	19019.1
139.934	19002.2
139.906	18985.3
139.929	18968.5
139.939	18951.6
139.914	18934.7
139.898	18918
139.9	18901.4
139.9	18884.9
139.898	18868.4
139.9	18851.9
139.898	18835.4
139.901	18818.9
139.901	18802.4
139.877	18786
139.888	18769.5
139.882	18753.1
139.875	18736.8
139.875	18720.4
139.878	18704.1
139.864	18687.8
139.873	18671.4
139.894	18654.9
139.901	18638.2
139.876	18621.5
139.901	18604.5
139.873	18587.6
139.875	18570.7
139.886	18553.6
139.879	18536.6
139.881	18519.4
139.875	18502.3
139.881	18485
139.874	18467.8
139.877	18450.5
139.874	18433.2
139.874	18415.9
139.874	18398.5
139.873	18381.1
139.874	18363.7
139.866	18346.2
139.858	18328.9
139.874	18311.5
139.869	18294
139.873	18276.5
139.858	18259
139.873	18241.5
139.853	18224
139.873	18206.5
139.849	18189
139.868	18171.5
139.861	18153.9
139.848	18136.5
139.836	18119.1
139.856	18101.7
139.848	18084.4
139.843	18067
139.848	18049.7
139.835	18032.4
139.86	18015.1
139.834	17997.7
139.846	17980.4
139.832	17963.1
139.834	17945.8
139.844	17928.5
139.833	17911.2
139.83	17894
139.838	17876.7
139.832	17859.4
139.834	17842
139.824	17824.7
139.819	17807.5
139.833	17790.2
139.822	17773
139.824	17755.7
139.825	17738.4
139.82	17721.1
139.819	17703.8
139.822	17686.5
139.821	17669.2
139.822	17651.8
139.82	17634.4
139.83	17617
139.813	17599.5
139.825	17582
139.814	17564.6
139.809	17547.1
139.818	17529.6
139.813	17512.1
139.81	17494.7
139.824	17477.1
139.835	17459.4
139.81	17441.7
139.806	17424
139.809	17406.4
139.831	17388.7
139.808	17370.9
139.807	17353.2
139.798	17335.6
139.81	17318
139.78	17300.6
139.808	17283.1
139.81	17265.5
139.79	17248
139.81	17230.5
139.806	17212.9
139.799	17195.3
139.798	17177.7
139.804	17160.1
139.789	17142.6
139.787	17125.1
139.795	17107.6
139.771	17090.2
139.777	17072.9
139.773	17055.7
139.779	17038.5
139.772	17021.3
139.763	17004.3
139.767	16987.2
139.767	16970.2
139.757	16953.3
139.749	16936.4
139.752	16919.6
139.753	16902.9
139.746	16886.1
139.747	16869.4
139.732	16852.8
139.746	16836.2
139.742	16819.6
139.738	16803
139.749	16786.2
139.726	16769.6
139.722	16753.1
139.716	16736.6
139.712	16720.2
139.709	16703.9
139.709	16687.6
139.708	16671.3
139.711	16655
139.707	16638.7
139.695	16622.5
139.708	16606.2
139.692	16590
139.706	16573.6
139.687	16557.4
139.709	16540.9
139.707	16524.4
139.701	16507.9
139.706	16491.2
139.698	16474.5
139.686	16457.8
139.696	16441.1
139.688	16424.4
139.693	16407.6
139.684	16390.8
139.684	16374
139.684	16357.2
139.683	16340.4
139.666	16323.7
139.669	16307
139.667	16290.3
139.675	16273.6
139.657	16257
139.653	16240.4
139.653	16223.9
139.657	16207.4
139.647	16190.9
139.64	16174.5
139.648	16158.1
139.636	16141.7
139.631	16125.4
139.637	16109.1
139.628	16092.9
139.624	16076.7
139.622	16060.5
139.625	16044.3
139.622	16028
139.613	16011.9
139.623	15995.6
139.624	15979.3
139.593	15963.1
139.625	15946.8
139.624	15930.4
139.626	15913.9
139.589	15897.5
139.624	15881
139.624	15864.3
139.582	15847.9
139.585	15831.5
139.583	15815.1
139.582	15798.9
139.61	15782.5
139.584	15766.1
139.584	15749.7
139.582	15733.3
139.583	15716.9
139.584	15700.4
139.601	15683.8
139.582	15667.2
139.595	15650.5
139.585	15633.7
139.601	15616.8
139.585	15599.8
139.585	15582.9
139.605	15565.7
139.584	15548.5
139.582	15531.4
139.612	15514
139.584	15496.6
139.606	15479.1
139.612	15461.4
139.585	15443.8
139.611	15426
139.583	15408.3
139.593	15390.5
139.595	15372.8
139.584	15355.1
139.585	15337.4
139.581	15319.7
139.586	15302.1
139.584	15284.4
139.584	15266.8
139.576	15249.2
139.58	15231.6
139.584	15214
139.582	15196.4
139.578	15178.8
139.579	15161.3
139.574	15143.7
139.575	15126.1
139.571	15108.6
139.57	15091.1
139.57	15073.6
139.573	15056.2
139.576	15038.6
139.571	15021.1
139.568	15003.6
139.561	14986.1
139.562	14968.7
139.577	14951.2
139.564	14933.7
139.561	14916.2
139.562	14898.8
139.56	14881.4
139.56	14863.9
139.561	14846.5
139.556	14829.1
139.535	14811.8
139.56	14794.5
139.562	14777.1
139.563	14759.7
139.563	14742.2
139.521	14724.9
139.546	14707.6
139.561	14690.3
139.523	14673.1
139.535	14656
139.54	14638.8
139.528	14621.7
139.518	14604.8
139.52	14587.9
139.517	14571.1
139.521	14554.3
139.508	14537.6
139.506	14520.9
139.513	14504.3
139.505	14487.7
139.507	14471.1
139.505	14454.5
139.495	14437.9
139.484	14421.5
139.497	14405.1
139.496	14388.6
139.476	14372.2
139.477	14355.9
139.461	14339.8
139.469	14323.7
139.48	14307.5
139.46	14291.4
139.459	14275.4
139.456	14259.4
139.46	14243.3
139.46	14227.3
139.456	14211.3
139.46	14195.1
139.459	14179
139.445	14162.8
139.452	14146.7
139.461	14130.4
139.437	14114.1
139.459	14097.8
139.436	14081.5
139.46	14065
139.449	14048.5
139.436	14032.1
139.436	14015.6
139.436	13999.1
139.442	13982.6
139.437	13966
139.436	13949.4
139.425	13932.8
139.43	13916.2
139.416	13899.7
139.418	13883.2
139.421	13866.7
139.402	13850.3
139.403	13833.9
139.416	13817.6
139.402	13801.2
139.405	13784.8
139.396	13768.5
139.397	13752.2
139.393	13735.9
139.394	13719.6
139.396	13703.3
139.38	13687
139.377	13670.8
139.374	13654.7
139.374	13638.6
139.378	13622.4
139.374	13606.2
139.375	13590
139.373	13573.8
139.375	13557.5
139.376	13541.2
139.359	13524.9
139.352	13508.7
139.373	13492.4
139.376	13475.9
139.374	13459.4
139.373	13442.7
139.372	13426
139.374	13409.3
139.335	13392.7
139.334	13376.2
139.371	13359.6
139.366	13342.9
139.367	13326.1
139.333	13309.4
139.348	13292.7
139.333	13276.1
139.36	13259.4
139.358	13242.6
139.371	13225.6
139.363	13208.5
139.371	13191.2
139.359	13174
139.334	13156.8
139.352	13139.6
139.333	13122.6
139.368	13105.3
139.349	13088.1
139.352	13070.8
139.352	13053.4
139.331	13036.2
139.333	13019.1
139.334	13002
139.331	12984.9
139.325	12967.9
139.334	12950.9
139.333	12933.9
139.328	12916.9
139.33	12899.9
139.326	12882.8
139.318	12865.9
139.317	12849
139.314	12832.1
139.311	12815.3
139.3	12798.6
139.316	12781.8
139.315	12765
139.304	12748.3
139.294	12731.6
139.313	12714.8
139.307	12698.1
139.31	12681.2
139.295	12664.5
139.289	12647.8
139.311	12630.9
139.295	12614.1
139.303	12597.3
139.304	12580.4
139.284	12563.5
139.294	12546.6
139.29	12529.8
139.303	12512.8
139.289	12495.9
139.277	12479
139.301	12462
139.3	12445
139.283	12427.9
139.289	12410.9
139.281	12393.9
139.293	12376.8
139.291	12359.6
139.283	12342.5
139.272	12325.4
139.276	12308.4
139.275	12291.4
139.281	12274.3
139.281	12257.3
139.265	12240.2
139.272	12223.2
139.268	12206.2
139.272	12189.2
139.272	12172.2
139.27	12155.1
139.281	12138
139.244	12121
139.261	12104
139.255	12087.1
139.256	12070.2
139.248	12053.4
139.256	12036.5
139.243	12019.7
139.246	12002.9
139.241	11986.2
139.219	11969.6
139.218	11953.2
139.214	11936.9
139.22	11920.6
139.219	11904.4
139.239	11888
139.214	11871.7
139.202	11855.5
139.204	11839.4
139.2	11823.3
139.202	11807.2
139.194	11791.2
139.195	11775.2
139.203	11759.1
139.188	11743.1
139.187	11727.1
139.185	11711.1
139.185	11695.1
139.19	11679
139.205	11662.8
139.183	11646.6
139.181	11630.4
139.173	11614.2
139.182	11598
139.182	11581.7
139.183	11565.4
139.183	11548.9
139.154	11532.7
139.183	11516.3
139.145	11500.1
139.144	11483.9
139.168	11467.7
139.143	11451.6
139.148	11435.5
139.147	11419.5
139.144	11403.4
139.142	11387.3
139.132	11371.3
139.128	11355.4
139.138	11339.4
139.14	11323.3
139.137	11307.2
139.132	11291.1
139.131	11274.9
139.13	11258.8
139.136	11242.5
139.124	11226.2
139.113	11210
139.116	11193.8
139.112	11177.7
139.095	11161.6
139.12	11145.5
139.095	11129.4
139.092	11113.4
139.091	11097.5
139.094	11081.5
139.083	11065.6
139.079	11049.8
139.083	11034
139.083	11018.1
139.082	11002.2
139.081	10986.3
139.07	10970.4
139.081	10954.5
139.071	10938.5
139.061	10922.6
139.079	10906.6
139.08	10890.5
139.058	10874.4
139.082	10858.2
139.081	10841.8
139.065	10825.5
139.061	10809.2
139.077	10792.7
139.099	10776
139.064	10759.3
139.065	10742.6
139.081	10725.8
139.079	10708.9
139.058	10692.1
139.056	10675.3
139.074	10658.4
139.058	10641.6
139.075	10624.6
139.066	10607.6
139.081	10590.5
139.078	10573.3
139.065	10556.1
139.072	10538.8
139.066	10521.5
139.066	10504.3
139.058	10487
139.066	10469.8
139.064	10452.5
139.057	10435.3
139.053	10418.1
139.054	10400.9
139.055	10383.8
139.039	10366.7
139.05	10349.7
139.046	10332.7
139.038	10315.7
139.042	10298.8
139.038	10281.9
139.021	10265.2
139.034	10248.4
139.031	10231.7
139.026	10215
139.037	10198.3
139.039	10181.5
139.024	10164.7
139.022	10148
139.057	10131.1
139.025	10114.2
139.02	10097.3
139.027	10080.4
139.021	10063.6
139.017	10046.8
139.02	10029.9
139.013	10013.2
139.019	9996.37
139.02	9979.54
139.018	9962.69
139.019	9945.81
139.02	9928.89
139.004	9912.04
139.021	9895.11
139.02	9878.12
139.008	9861.16
139.011	9844.2
139.02	9827.15
139.017	9810.06
139.019	9792.91
139.018	9775.72
139.01	9758.55
138.998	9741.45
139.005	9724.38
139.008	9707.28
139	9690.21
139.002	9673.16
138.981	9656.26
139	9639.32
138.998	9622.38
138.989	9605.48
138.978	9588.69
138.977	9571.98
138.968	9555.39
138.961	9538.93
138.966	9522.52
138.961	9506.19
138.955	9489.95
138.962	9473.71
138.949	9457.56
138.946	9441.48
138.948	9425.42
138.938	9409.45
138.949	9393.43
138.937	9377.47
138.937	9361.52
138.939	9345.55
138.938	9329.56
138.916	9313.69
138.92	9297.87
138.914	9282.11
138.944	9266.16
138.902	9250.37
138.904	9234.64
138.939	9218.7
138.938	9202.59
138.9	9186.61
138.918	9170.56
138.938	9154.32
138.926	9137.99
138.913	9121.67
138.91	9105.36
138.909	9089.04
138.905	9072.74
138.893	9056.52
138.892	9040.35
138.897	9024.18
138.881	9008.11
138.888	8992.04
138.881	8976.01
138.884	8959.98
138.866	8944.07
138.867	8928.21
138.861	8912.43
138.854	8896.74
138.851	8881.12
138.848	8865.56
138.85	8850.02
138.836	8834.56
138.841	8819.13
138.835	8803.72
138.845	8788.26
138.838	8772.78
138.847	8757.19
138.836	8741.58
138.816	8726.08
138.836	8710.48
138.837	8694.8
138.834	8679.04
138.826	8663.27
138.827	8647.46
138.827	8631.59
138.831	8615.63
138.827	8599.62
138.812	8583.66
138.824	8567.62
138.812	8551.59
138.81	8535.58
138.814	8519.52
138.816	8503.41
138.814	8487.25
138.812	8471.05
138.795	8454.92
138.795	8438.83
138.803	8422.7
138.793	8406.61
138.779	8390.61
138.805	8374.49
138.787	8358.4
138.799	8342.22
138.797	8325.98
138.774	8309.84
138.799	8293.57
138.769	8277.42
138.774	8261.3
138.78	8245.14
138.773	8229
138.771	8212.86
138.772	8196.71
138.761	8180.61
138.764	8164.51
138.764	8148.39
138.763	8132.26
138.755	8116.16
138.766	8099.99
138.759	8083.81
138.761	8067.58
138.771	8051.23
138.755	8034.89
138.765	8018.47
138.755	8002.04
138.759	7985.57
138.758	7969.06
138.754	7952.54
138.755	7935.97
138.733	7919.54
138.755	7903.02
138.775	7886.29
138.755	7869.55
138.754	7852.76
138.754	7835.95
138.755	7819.09
138.754	7802.19
138.753	7785.27
138.754	7768.31
138.763	7751.25
138.753	7734.17
138.755	7717.06
138.755	7699.92
138.754	7682.76
138.756	7665.55
138.752	7648.34
138.751	7631.14
138.718	7614.16
138.749	7597.13
138.743	7580.1
138.724	7563.22
138.746	7546.26
138.726	7529.4
138.713	7512.68
138.727	7495.98
138.723	7479.32
138.717	7462.72
138.715	7446.18
138.711	7429.69
138.707	7413.27
138.711	7396.86
138.702	7380.51
138.7	7364.22
138.714	7347.86
138.707	7331.48
138.696	7315.15
138.698	7298.83
138.69	7282.57
138.689	7266.35
138.691	7250.13
138.691	7233.9
138.675	7217.77
138.692	7201.57
138.66	7185.54
138.656	7169.65
138.655	7153.86
138.653	7138.15
138.654	7122.48
138.654	7106.82
138.655	7091.16
138.642	7075.56
138.652	7059.93
138.628	7044.42
138.627	7028.98
138.645	7013.46
138.633	6997.95
138.629	6982.44
138.633	6966.9
138.631	6951.32
138.634	6935.67
138.629	6919.98
138.61	6904.38
138.611	6888.81
138.601	6873.32
138.601	6857.87
138.602	6842.43
138.591	6827.07
138.591	6811.73
138.59	6796.41
138.581	6781.14
138.589	6765.83
138.574	6750.58
138.576	6735.33
138.575	6720.08
138.567	6704.86
138.583	6689.53
138.568	6674.19
138.566	6658.84
138.568	6643.45
138.528	6628.28
138.553	6613.09
138.557	6597.83
138.568	6582.41
138.55	6566.99
138.552	6551.52
138.548	6536.02
138.528	6520.62
138.525	6505.3
138.525	6490.01
138.529	6474.71
138.514	6459.48
138.508	6444.32
138.511	6429.18
138.504	6414.08
138.502	6399.01
138.502	6383.93
138.501	6368.83
138.502	6353.7
138.5	6338.51
138.476	6323.44
138.499	6308.27
138.496	6293.03
138.476	6277.84
138.46	6262.78
138.463	6247.78
138.463	6232.81
138.466	6217.81
138.453	6202.88
138.459	6187.91
138.448	6172.98
138.439	6158.1
138.44	6143.25
138.449	6128.32
138.443	6113.35
138.441	6098.35
138.438	6083.31
138.438	6068.22
138.419	6053.2
138.419	6038.21
138.432	6023.12
138.405	6008.14
138.398	5993.25
138.402	5978.39
138.4	5963.54
138.425	5948.49
138.39	5933.53
138.384	5918.64
138.413	5903.57
138.398	5888.46
138.4	5873.27
138.401	5857.98
138.401	5842.61
138.4	5827.14
138.393	5811.63
138.402	5796.01
138.388	5780.37
138.389	5764.7
138.384	5749.02
138.375	5733.37
138.379	5717.7
138.37	5702.06
138.359	5686.51
138.353	5671.05
138.34	5655.73
138.338	5640.53
138.338	5625.39
138.338	5610.29
138.329	5595.26
138.329	5580.26
138.33	5565.26
138.325	5550.27
138.318	5535.32
138.314	5520.4
138.316	5505.47
138.32	5490.48
138.313	5475.47
138.314	5460.41
138.314	5445.29
138.315	5430.1
138.275	5415.11
138.282	5400.19
138.314	5385.08
138.313	5369.83
138.306	5354.48
138.274	5339.25
138.28	5324.06
138.287	5308.83
138.276	5293.62
138.274	5278.42
138.258	5263.32
138.262	5248.24
138.255	5233.23
138.263	5218.17
138.251	5203.15
138.252	5188.12
138.252	5173.07
138.228	5158.15
138.229	5143.3
138.217	5128.56
138.221	5113.86
138.213	5099.23
138.21	5084.65
138.21	5070.07
138.211	5055.47
138.211	5040.83
138.208	5026.15
138.211	5011.39
138.21	4996.56
138.202	4981.7
138.187	4966.89
138.192	4952.05
138.188	4937.21
138.164	4922.51
138.168	4907.85
138.155	4893.31
138.148	4878.88
138.144	4864.53
138.131	4850.32
138.144	4836.1
138.126	4821.97
138.148	4807.73
138.126	4793.52
138.126	4779.31
138.125	4765.08
138.124	4750.8
138.091	4736.7
138.099	4722.65
138.077	4708.75
138.074	4694.97
138.067	4681.3
138.062	4667.72
138.053	4654.24
138.04	4640.9
138.06	4627.48
138.023	4614.24
138.023	4601.1
138.023	4588
138.049	4574.7
138.027	4561.38
138	4548.19
138	4535.05
138	4521.92
137.997	4508.78
137.978	4495.72
137.967	4482.77
137.962	4469.9
137.96	4457.05
137.958	4444.21
137.956	4431.35
137.952	4418.45
137.944	4405.55
137.941	4392.61
137.93	4379.7
137.928	4366.76
137.898	4353.98
137.897	4341.29
137.884	4328.71
137.879	4316.22
137.851	4303.95
137.859	4291.75
137.869	4279.49
137.872	4267.12
137.857	4254.73
137.844	4242.36
137.822	4230.11
137.816	4217.96
137.813	4205.85
137.809	4193.77
137.809	4181.66
137.81	4169.47
137.77	4157.45
137.771	4145.51
137.768	4133.6
137.762	4121.71
137.746	4109.91
137.747	4098.11
137.718	4086.48
137.705	4075
137.696	4063.66
137.704	4052.33
137.711	4040.9
137.687	4029.52
137.684	4018.13
137.685	4006.67
137.668	3995.23
137.645	3983.91
137.656	3972.54
137.639	3961.21
137.629	3949.93
137.621	3938.67
137.605	3927.51
137.589	3916.46
137.584	3905.49
137.581	3894.54
137.581	3883.55
137.58	3872.49
137.559	3861.46
137.567	3850.34
137.559	3839.15
137.551	3827.91
137.542	3816.63
137.516	3805.44
137.497	3794.41
137.519	3783.28
137.497	3772.17
137.499	3761.02
137.499	3749.79
137.497	3738.43
137.477	3727.08
137.459	3715.79
137.458	3704.5
137.443	3693.27
137.438	3682.07
137.433	3670.86
137.434	3659.58
137.427	3648.26
137.411	3636.95
137.409	3625.61
137.388	3614.34
137.382	3603.12
137.371	3591.95
137.35	3580.93
137.374	3569.78
137.352	3558.66
137.341	3547.56
137.336	3536.47
137.32	3525.43
137.32	3514.39
137.31	3503.36
137.283	3492.47
137.271	3481.71
137.266	3471.04
137.256	3460.46
137.244	3449.96
137.266	3439.32
137.248	3428.64
137.247	3417.88
137.231	3407.11
137.21	3396.41
137.205	3385.74
137.192	3375.14
137.186	3364.56
137.174	3354.03
137.146	3343.69
137.142	3333.44
137.147	3323.18
137.145	3312.87
137.124	3302.6
137.123	3292.32
137.096	3282.14
137.078	3272.12
137.083	3262.1
137.059	3252.22
137.058	3242.37
137.057	3232.49
137.052	3222.56
137.029	3212.7
137.02	3202.88
137.008	3193.1
136.998	3183.38
136.997	3173.62
136.997	3163.79
136.996	3153.84
136.953	3144.02
136.936	3134.37
136.934	3124.79
136.904	3115.41
136.896	3106.18
136.896	3096.99
136.894	3087.78
136.881	3078.59
136.875	3069.38
136.837	3060.35
136.835	3051.4
136.818	3042.56
136.808	3033.81
136.814	3025.01
136.787	3016.29
136.759	3007.76
136.757	2999.3
136.748	2990.9
136.727	2982.61
136.716	2974.42
136.72	2966.18
136.708	2957.93
136.688	2949.72
136.675	2941.56
136.645	2933.56
136.634	2925.69
136.607	2918.03
136.625	2910.32
136.622	2902.52
136.6	2894.73
136.583	2886.97
136.56	2879.31
136.54	2871.79
136.521	2864.43
136.513	2857.16
136.519	2849.84
136.504	2842.5
136.488	2835.18
136.452	2828.03
136.459	2820.86
136.437	2813.77
136.436	2806.65
136.421	2799.53
136.399	2792.47
136.389	2785.43
136.373	2778.44
136.372	2771.4
136.352	2764.38
136.333	2757.42
136.32	2750.51
136.297	2743.7
136.274	2737.05
136.271	2730.45
136.262	2723.87
136.237	2717.38
136.213	2711.04
136.204	2704.79
136.186	2698.64
136.187	2692.47
136.161	2686.38
136.141	2680.38
136.124	2674.49
136.103	2668.72
136.095	2663.01
136.084	2657.33
136.065	2651.71
136.044	2646.17
136.018	2640.78
136.022	2635.38
135.999	2630.03
135.995	2624.65
135.958	2619.41
135.947	2614.23
135.938	2609.08
135.935	2603.86
135.917	2598.62
135.879	2593.52
135.866	2588.51
135.837	2583.67
135.837	2578.86
135.824	2574.06
135.813	2569.24
135.774	2564.57
135.773	2559.91
135.748	2555.33
135.757	2550.64
135.729	2545.96
135.701	2541.38
135.688	2536.85
135.677	2532.32
135.682	2527.66
135.648	2523.02
135.632	2518.41
135.62	2513.78
135.604	2509.16
135.587	2504.55
135.56	2500.02
135.525	2495.7
135.531	2491.38
135.511	2487.1
135.5	2482.83
135.494	2478.48
135.461	2474.2
135.454	2469.91
135.426	2465.7
135.418	2461.49
135.392	2457.36
135.392	2453.18
135.368	2449.03
135.339	2444.98
135.336	2440.92
135.328	2436.79
135.307	2432.65
135.279	2428.59
135.268	2424.55
135.253	2420.52
135.252	2416.39
135.213	2412.36
135.21	2408.3
135.193	2404.24
135.192	2400.05
135.149	2395.98
135.131	2391.99
135.131	2387.96
135.124	2383.84
135.088	2379.8
135.076	2375.79
135.044	2371.91
135.056	2367.93
135.032	2363.95
135.014	2359.97
134.99	2356.05
134.954	2352.32
134.968	2348.52
134.946	2344.72
134.928	2340.93
134.908	2337.17
134.887	2333.48
134.885	2329.74
134.844	2326.14
134.837	2322.56
134.823	2319.01
134.823	2315.36
134.797	2311.7
134.783	2308.03
134.751	2304.44
134.719	2301.04
134.709	2297.74
134.696	2294.49
134.694	2291.18
134.657	2287.98
134.648	2284.8
134.637	2281.6
134.639	2278.26
134.613	2274.88
134.589	2271.51
134.57	2268.17
134.538	2264.96
134.516	2261.88
134.522	2258.75
134.5	2255.63
134.462	2252.66
134.458	2249.71
134.45	2246.72
134.436	2243.69
134.404	2240.73
134.389	2237.81
134.39	2234.8
134.364	2231.78
134.341	2228.8
134.327	2225.82
134.298	2222.95
134.274	2220.19
134.266	2217.48
134.253	2214.76
134.228	2212.1
134.203	2209.54
134.203	2206.95
134.193	2204.27
134.158	2201.67
134.138	2199.12
134.104	2196.75
134.102	2194.4
134.077	2192.13
134.073	2189.83
134.031	2187.68
134.018	2185.6
134.014	2183.51
134.007	2181.32
133.969	2179.2
133.933	2177.26
133.909	2175.5
133.898	2173.84
133.901	2172.11
133.887	2170.31
133.853	2168.56
133.855	2166.7
133.837	2164.76
133.79	2162.97
133.79	2161.15
133.756	2159.42
133.769	2157.56
133.728	2155.76
133.711	2153.99
133.671	2152.4
133.667	2150.86
133.666	2149.24
133.645	2147.57
133.605	2146.03
133.588	2144.57
133.551	2143.31
133.54	2142.15
133.542	2140.93
133.518	2139.71
133.477	2138.65
133.477	2137.57
133.475	2136.37
133.455	2135.09
133.42	2133.86
133.396	2132.7
133.377	2131.6
133.386	2130.35
133.343	2129.17
133.327	2128.01
133.29	2127
133.28	2126.04
133.281	2125
133.251	2123.96
133.228	2122.97
133.228	2121.87
133.217	2120.65
133.202	2119.3
133.162	2118
133.147	2116.72
133.145	2115.34
133.138	2113.79
133.103	2112.25
133.07	2110.81
133.073	2109.29
133.043	2107.81
133.017	2106.41
133	2105.06
132.983	2103.76
132.962	2102.5
132.97	2101.1
132.958	2099.56
132.917	2098.06
132.896	2096.62
132.862	2095.32
132.854	2094.08
132.855	2092.75
132.829	2091.41
132.801	2090.14
132.775	2088.96
132.754	2087.89
132.769	2086.66
132.744	2085.37
132.711	2084.14
132.691	2082.96
132.675	2081.81
132.666	2080.62
132.657	2079.33
132.627	2078.06
132.6	2076.86
132.58	2075.73
132.582	2074.51
132.577	2073.15
132.541	2071.79
132.528	2070.4
132.519	2068.94
132.496	2067.44
132.48	2065.91
132.462	2064.36
132.437	2062.83
132.417	2061.36
132.415	2059.8
132.393	2058.23
132.376	2056.64
132.352	2055.07
132.334	2053.54
132.311	2052.08
132.293	2050.67
132.282	2049.26
132.271	2047.81
132.269	2046.22
132.26	2044.46
132.206	2042.83
132.21	2041.15
132.181	2039.51
132.17	2037.87
132.17	2036.1
132.149	2034.26
132.122	2032.43
132.094	2030.7
132.084	2028.98
132.081	2027.19
132.074	2025.28
132.038	2023.4
132.018	2021.57
131.998	2019.8
131.978	2018.1
131.976	2016.36
131.959	2014.59
131.939	2012.82
131.904	2011.17
131.915	2009.43
131.89	2007.67
131.86	2006
131.842	2004.4
131.833	2002.79
131.788	2001.39
131.788	2000.03
131.78	1998.64
131.763	1997.24
131.728	1995.94
131.736	1994.55
131.717	1993.12
131.702	1991.62
131.669	1990.19
131.647	1988.85
131.638	1987.51
131.638	1986.07
131.604	1984.66
131.586	1983.29
131.56	1982.02
131.579	1980.55
131.538	1979.13
131.512	1977.78
131.512	1976.39
131.461	1975.19
131.455	1974.07
131.449	1972.94
131.431	1971.81
131.406	1970.74
131.384	1969.75
131.387	1968.67
131.349	1967.68
131.332	1966.75
131.324	1965.81
131.29	1964.97
131.282	1964.14
131.25	1963.44
131.258	1962.65
131.222	1961.92
131.198	1961.3
131.198	1960.62
131.176	1959.94
131.161	1959.24
131.145	1958.51
131.114	1957.86
131.096	1957.26
131.094	1956.6
131.07	1955.95
131.041	1955.37
131.031	1954.79
131.013	1954.22
131.014	1953.53
130.979	1952.87
130.961	1952.23
130.948	1951.58
130.924	1950.97
130.915	1950.32
130.893	1949.69
130.875	1949.08
130.859	1948.46
130.852	1947.77
130.828	1947.07
130.809	1946.37
130.79	1945.69
130.769	1945.04
130.746	1944.45
130.733	1943.89
130.723	1943.3
130.706	1942.68
130.672	1942.16
130.679	1941.55
130.662	1940.86
130.644	1940.12
130.605	1939.49
130.586	1938.95
130.558	1938.57
130.572	1938.08
130.546	1937.58
130.532	1937.05
130.505	1936.56
130.489	1936.08
130.463	1935.68
130.459	1935.25
130.443	1934.79
130.427	1934.29
130.398	1933.85
130.375	1933.49
130.389	1932.97
130.35	1932.49
130.346	1931.94
130.331	1931.32
130.304	1930.71
130.292	1930.08
130.28	1929.4
130.287	1928.5
130.23	1927.72
130.226	1926.94
130.22	1926.08
130.205	1925.15
130.167	1924.32
130.166	1923.45
130.144	1922.6
130.152	1921.58
130.119	1920.55
130.097	1919.55
130.075	1918.61
130.06	1917.7
130.034	1916.9
130.028	1916.1
130.012	1915.29
129.999	1914.47
129.965	1913.75
129.958	1913.04
129.953	1912.26
129.939	1911.42
129.922	1910.52
129.901	1909.62
129.884	1908.71
129.848	1907.94
129.833	1907.27
129.834	1906.54
129.82	1905.76
129.785	1905.08
129.773	1904.43
129.761	1903.78
129.762	1903.01
129.739	1902.19
129.719	1901.36
129.701	1900.52
129.675	1899.76
129.674	1898.94
129.654	1898.1
129.637	1897.24
129.61	1896.47
129.599	1895.7
129.595	1894.86
129.583	1893.94
129.564	1892.98
129.533	1892.08
129.534	1891.12
129.51	1890.16
129.509	1889.09
129.469	1888.11
129.47	1887.08
129.447	1886.07
129.414	1885.19
129.447	1884.06
129.408	1882.92
129.397	1881.72
129.382	1880.47
129.345	1879.33
129.329	1878.29
129.301	1877.4
129.314	1876.43
129.285	1875.5
129.262	1874.64
129.251	1873.82
129.261	1872.84
129.222	1871.89
129.221	1870.87
129.192	1869.89
129.187	1868.86
129.145	1867.97
129.136	1867.15
129.15	1866.18
129.131	1865.12
129.099	1864.1
129.084	1863.1
129.074	1862.08
129.071	1860.96
129.034	1859.91
129.015	1858.93
128.989	1858.09
129.009	1857.1
128.993	1856.01
128.958	1854.98
128.945	1853.96
128.912	1853.08
128.894	1852.33
128.903	1851.5
128.884	1850.65
128.858	1849.85
128.843	1849.08
128.81	1848.46
128.786	1848.02
128.786	1847.6
128.776	1847.16
128.762	1846.69
128.733	1846.29
