Pcell	transmission
128.722	1845.92
128.701	1845.59
128.71	1845.13
128.677	1844.68
128.653	1844.3
128.641	1843.94
128.616	1843.65
128.602	1843.42
128.575	1843.29
128.577	1843.13
128.562	1842.94
128.545	1842.72
128.534	1842.45
128.521	1842.11
128.516	1841.63
128.479	1841.21
128.473	1840.74
128.451	1840.29
128.45	1839.73
128.428	1839.16
128.398	1838.66
128.389	1838.16
128.356	1837.81
128.35	1837.48
128.347	1837.1
128.325	1836.71
128.298	1836.4
128.277	1836.18
128.284	1835.86
128.262	1835.53
128.242	1835.2
128.224	1834.89
128.201	1834.65
128.183	1834.48
128.162	1834.4
128.159	1834.3
128.139	1834.2
128.121	1834.14
128.099	1834.13
128.081	1834.18
128.075	1834.21
128.075	1834.11
128.041	1834.03
128.035	1833.9
128.017	1833.75
128.017	1833.45
127.996	1833.09
127.97	1832.74
127.955	1832.4
127.941	1832.04
127.933	1831.63
127.911	1831.22
127.892	1830.84
127.89	1830.38
127.863	1829.94
127.84	1829.57
127.833	1829.18
127.828	1828.72
127.788	1828.37
127.792	1827.98
127.779	1827.52
127.746	1827.15
127.765	1826.59
127.735	1826
127.723	1825.37
127.71	1824.68
127.684	1824.01
127.661	1823.43
127.65	1822.88
127.649	1822.26
127.641	1821.53
127.608	1820.85
127.601	1820.15
127.578	1819.48
127.587	1818.68
127.575	1817.76
127.539	1816.88
127.525	1816.03
127.513	1815.19
127.476	1814.51
127.507	1813.63
127.475	1812.73
127.469	1811.74
127.448	1810.75
127.425	1809.79
127.414	1808.84
127.393	1807.94
127.39	1807.01
127.378	1806.03
127.349	1805.11
127.332	1804.27
127.307	1803.55
127.296	1802.91
127.287	1802.29
127.264	1801.75
127.274	1801.1
127.261	1800.35
127.23	1799.64
127.223	1798.9
127.225	1798.02
127.204	1797.09
127.193	1796.08
127.157	1795.17
127.155	1794.25
127.144	1793.29
127.108	1792.46
127.106	1791.64
127.102	1790.77
127.085	1789.86
127.083	1788.86
127.043	1787.95
127.031	1787.1
127.03	1786.2
127.021	1785.23
127.014	1784.15
126.981	1783.13
126.96	1782.19
126.973	1781.13
126.952	1780.02
126.918	1779.02
126.91	1778.05
126.894	1777.12
126.877	1776.26
126.895	1775.21
126.856	1774.21
126.851	1773.16
126.833	1772.12
126.797	1771.24
126.794	1770.39
126.771	1769.65
126.783	1768.8
126.764	1767.91
126.734	1767.09
126.732	1766.25
126.701	1765.51
126.706	1764.7
126.671	1764
126.665	1763.33
126.648	1762.69
126.627	1762.13
126.612	1761.63
126.611	1761.1
126.594	1760.56
126.588	1759.96
126.548	1759.48
126.538	1759.07
126.547	1758.55
126.535	1757.93
126.499	1757.38
126.487	1756.87
126.471	1756.41
126.463	1755.93
126.425	1755.61
126.424	1755.31
126.425	1754.94
126.404	1754.55
126.378	1754.22
126.354	1754.01
126.347	1753.85
126.353	1753.57
126.335	1753.23
126.299	1752.99
126.285	1752.83
126.278	1752.66
126.282	1752.38
126.277	1751.92
126.229	1751.59
126.226	1751.25
126.212	1750.91
126.176	1750.71
126.164	1750.62
126.168	1750.47
126.157	1750.26
126.145	1749.99
126.126	1749.71
126.106	1749.44
126.072	1749.33
126.094	1749.09
126.055	1748.92
126.054	1748.7
126.03	1748.52
126.029	1748.28
126.015	1747.98
125.996	1747.67
125.965	1747.46
125.963	1747.25
125.939	1747.11
125.927	1746.99
125.925	1746.83
125.913	1746.61
125.902	1746.31
125.881	1746.01
125.858	1745.76
125.849	1745.51
125.845	1745.19
125.804	1745.01
125.805	1744.83
125.802	1744.56
125.787	1744.25
125.774	1743.89
125.745	1743.59
125.742	1743.26
125.742	1742.81
125.719	1742.33
125.688	1741.95
125.671	1741.66
125.657	1741.43
125.677	1741.03
125.655	1740.55
125.63	1740.09
125.617	1739.64
125.596	1739.23
125.571	1738.95
125.564	1738.71
125.567	1738.38
125.554	1737.99
125.539	1737.56
125.535	1737.01
125.5	1736.54
125.492	1736.07
125.481	1735.6
125.449	1735.24
125.456	1734.83
125.439	1734.41
125.424	1733.98
125.414	1733.53
125.405	1733.02
125.405	1732.38
125.388	1731.65
125.364	1730.93
125.348	1730.23
125.343	1729.5
125.306	1728.89
125.305	1728.3
125.304	1727.65
125.29	1726.94
125.269	1726.26
125.275	1725.45
125.242	1724.69
125.219	1724.03
125.239	1723.21
125.218	1722.34
125.18	1721.59
125.173	1720.89
125.166	1720.2
125.14	1719.6
125.126	1719.07
125.117	1718.58
125.099	1718.15
125.104	1717.64
125.093	1717.05
125.086	1716.37
125.062	1715.67
125.049	1714.97
125.031	1714.3
125.031	1713.56
125.017	1712.77
125.006	1711.93
124.982	1711.12
124.975	1710.3
124.969	1709.42
124.931	1708.68
124.95	1707.81
124.923	1706.96
124.907	1706.13
124.903	1705.26
124.869	1704.51
124.868	1703.76
124.857	1703.02
124.85	1702.22
124.846	1701.34
124.822	1700.46
124.789	1699.73
124.782	1699.07
124.762	1698.52
124.78	1697.84
124.744	1697.23
124.736	1696.63
124.733	1695.97
124.716	1695.3
124.679	1694.79
124.681	1694.28
124.678	1693.72
124.657	1693.18
124.653	1692.59
124.614	1692.14
124.603	1691.79
124.593	1691.49
124.595	1691.13
124.558	1690.9
124.556	1690.67
124.541	1690.48
124.524	1690.33
124.516	1690.19
124.494	1690.1
124.493	1689.97
124.486	1689.77
124.469	1689.54
124.448	1689.34
124.471	1688.9
124.43	1688.48
124.429	1687.99
124.371	1687.75
124.369	1687.63
124.366	1687.53
124.348	1687.49
124.344	1687.43
124.346	1687.25
124.307	1687.15
124.305	1687.04
124.283	1686.98
124.283	1686.86
124.26	1686.76
124.242	1686.73
124.243	1686.63
124.236	1686.45
124.222	1686.2
124.197	1685.99
124.18	1685.83
124.164	1685.73
124.14	1685.75
124.159	1685.64
124.133	1685.53
124.117	1685.43
124.096	1685.39
124.082	1685.41
124.074	1685.44
124.054	1685.52
124.054	1685.55
124.037	1685.57
124.032	1685.53
124	1685.56
124.011	1685.48
123.979	1685.45
123.97	1685.43
123.968	1685.34
123.967	1685.11
123.922	1684.99
123.921	1684.87
123.906	1684.76
123.903	1684.6
123.894	1684.37
123.874	1684.14
123.854	1683.95
123.846	1683.75
123.828	1683.6
123.805	1683.55
123.804	1683.49
123.802	1683.35
123.791	1683.13
123.772	1682.91
123.74	1682.81
123.732	1682.77
123.728	1682.7
123.705	1682.7
123.715	1682.59
123.715	1682.31
123.685	1682
123.657	1681.79
123.654	1681.58
123.653	1681.29
123.605	1681.19
123.613	1681.08
123.615	1680.87
123.596	1680.63
123.591	1680.3
123.578	1679.92
123.55	1679.6
123.53	1679.37
123.526	1679.16
123.494	1679.11
123.521	1678.89
123.503	1678.6
123.478	1678.32
123.47	1678.03
123.45	1677.78
123.426	1677.64
123.428	1677.49
123.422	1677.28
123.414	1676.99
123.402	1676.65
123.385	1676.3
123.362	1676
123.35	1675.75
123.362	1675.35
123.346	1674.88
123.317	1674.47
123.301	1674.12
123.3	1673.75
123.285	1673.38
123.276	1672.99
123.234	1672.79
123.263	1672.45
123.248	1672.02
123.227	1671.59
123.216	1671.15
123.218	1670.6
123.213	1669.91
123.173	1669.31
123.174	1668.69
123.167	1668.02
123.16	1667.28
123.15	1666.47
123.121	1665.73
123.108	1665.05
123.092	1664.46
123.088	1663.86
123.084	1663.23
123.082	1662.49
123.059	1661.75
123.042	1661.04
123.03	1660.37
123.019	1659.73
122.998	1659.16
123.027	1658.37
123.008	1657.47
122.981	1656.58
122.973	1655.68
122.965	1654.75
122.939	1653.89
122.921	1653.14
122.904	1652.51
122.907	1651.88
122.904	1651.19
122.883	1650.52
122.88	1649.8
122.855	1649.14
122.842	1648.55
122.844	1647.9
122.842	1647.16
122.821	1646.41
122.807	1645.66
122.8	1644.88
122.785	1644.11
122.756	1643.47
122.747	1642.91
122.768	1642.19
122.737	1641.48
122.725	1640.79
122.697	1640.23
122.696	1639.68
122.676	1639.22
122.663	1638.83
122.656	1638.47
122.637	1638.18
122.636	1637.88
122.621	1637.6
122.604	1637.35
122.599	1637.1
122.568	1636.98
122.557	1636.95
122.554	1636.92
122.557	1636.8
122.536	1636.67
122.519	1636.56
122.51	1636.45
122.489	1636.41
122.478	1636.4
122.483	1636.31
122.465	1636.2
122.453	1636.06
122.443	1635.9
122.415	1635.83
122.43	1635.64
122.386	1635.59
122.374	1635.64
122.368	1635.72
122.368	1635.75
122.359	1635.73
122.348	1635.65
122.332	1635.55
122.341	1635.29
122.304	1635.09
122.306	1634.83
122.292	1634.54
122.275	1634.27
122.246	1634.12
122.233	1634.09
122.217	1634.18
122.233	1634.16
122.18	1634.37
122.205	1634.47
122.18	1634.6
122.172	1634.72
122.164	1634.79
122.15	1634.85
122.153	1634.79
122.115	1634.82
122.115	1634.84
122.106	1634.83
122.081	1634.88
122.079	1634.92
122.055	1635.04
122.047	1635.18
122.026	1635.41
122.028	1635.62
122.031	1635.69
122.022	1635.66
121.981	1635.73
121.983	1635.79
121.965	1635.89
121.95	1636.03
121.94	1636.2
121.925	1636.41
121.926	1636.56
121.916	1636.66
121.904	1636.71
121.897	1636.69
121.87	1636.72
121.88	1636.64
121.848	1636.62
121.852	1636.53
121.849	1636.33
121.836	1636.05
121.803	1635.87
121.802	1635.67
121.797	1635.43
121.795	1635.09
121.783	1634.67
121.776	1634.15
121.754	1633.65
121.742	1633.16
121.733	1632.66
121.712	1632.23
121.699	1631.87
121.684	1631.58
121.672	1631.37
121.669	1631.16
121.671	1630.85
121.661	1630.47
121.638	1630.11
121.614	1629.86
121.602	1629.7
121.597	1629.56
121.605	1629.31
121.582	1629.06
121.587	1628.69
121.57	1628.28
121.55	1627.88
121.536	1627.53
121.527	1627.2
121.512	1626.9
121.522	1626.49
121.485	1626.19
121.511	1625.69
121.479	1625.19
121.479	1624.62
121.465	1624.02
121.442	1623.48
121.437	1622.94
121.413	1622.49
121.405	1622.11
121.398	1621.74
121.396	1621.33
121.399	1620.79
121.369	1620.29
121.36	1619.8
121.358	1619.26
121.337	1618.76
121.336	1618.21
121.334	1617.57
121.32	1616.89
121.312	1616.15
121.3	1615.38
121.288	1614.59
121.274	1613.83
121.27	1613.03
121.274	1612.11
121.234	1611.3
121.233	1610.51
121.225	1609.72
121.22	1608.9
121.202	1608.11
121.199	1607.3
121.172	1606.58
121.149	1606.03
121.17	1605.39
121.147	1604.78
121.143	1604.14
121.138	1603.45
121.121	1602.76
121.102	1602.14
121.088	1601.59
121.083	1601.06
121.051	1600.7
121.045	1600.44
121.044	1600.19
121.039	1599.92
121.022	1599.67
121.016	1599.42
120.988	1599.28
120.981	1599.2
120.974	1599.14
120.972	1599.03
120.965	1598.86
120.958	1598.62
120.938	1598.39
120.92	1598.22
120.916	1598.04
120.892	1597.94
120.89	1597.85
120.898	1597.64
120.886	1597.35
120.86	1597.09
120.853	1596.84
120.84	1596.61
120.837	1596.33
120.813	1596.13
120.794	1596.03
120.795	1595.93
120.796	1595.76
120.783	1595.55
120.77	1595.32
120.746	1595.17
120.731	1595.1
120.728	1595.06
120.71	1595.08
120.712	1595.06
120.713	1594.93
120.682	1594.87
120.672	1594.84
120.661	1594.83
120.658	1594.8
120.642	1594.79
120.649	1594.67
120.612	1594.65
120.61	1594.64
120.604	1594.61
120.6	1594.52
120.602	1594.29
120.565	1594.13
120.54	1594.14
120.55	1594.12
120.55	1594.02
120.525	1593.96
120.527	1593.82
120.523	1593.59
120.489	1593.46
120.482	1593.37
120.465	1593.35
120.445	1593.46
120.444	1593.61
120.463	1593.57
120.423	1593.61
120.417	1593.66
120.409	1593.71
120.399	1593.75
120.376	1593.87
120.38	1593.95
120.39	1593.85
120.36	1593.76
120.338	1593.74
120.351	1593.62
120.334	1593.46
120.33	1593.23
120.309	1593.01
120.298	1592.81
120.275	1592.71
120.273	1592.63
120.28	1592.44
120.269	1592.19
120.242	1591.99
120.23	1591.84
120.222	1591.72
120.212	1591.63
120.212	1591.47
120.211	1591.22
120.169	1591.11
120.182	1590.94
120.171	1590.73
120.172	1590.42
120.148	1590.12
120.146	1589.77
120.129	1589.43
120.109	1589.17
120.104	1588.94
120.109	1588.62
120.104	1588.21
120.092	1587.73
120.086	1587.18
120.067	1586.64
120.044	1586.18
120.033	1585.81
120.029	1585.46
120.022	1585.11
120.024	1584.67
120.024	1584.12
120.022	1583.4
119.996	1582.68
119.969	1582.06
119.974	1581.43
119.958	1580.84
119.935	1580.37
119.921	1580.03
119.924	1579.69
119.921	1579.33
119.903	1578.99
119.906	1578.59
119.905	1578.09
119.887	1577.55
119.878	1576.99
119.858	1576.47
119.861	1575.9
119.86	1575.24
119.85	1574.51
119.841	1573.72
119.836	1572.85
119.824	1571.95
119.798	1571.13
119.785	1570.4
119.781	1569.72
119.751	1569.21
119.759	1568.71
119.774	1568.07
119.761	1567.33
119.732	1566.66
119.73	1565.98
119.729	1565.25
119.71	1564.54
119.709	1563.79
119.679	1563.15
119.67	1562.6
119.658	1562.14
119.672	1561.59
119.656	1561.01
119.651	1560.39
119.639	1559.76
119.621	1559.17
119.613	1558.6
119.598	1558.09
119.591	1557.61
119.588	1557.12
119.586	1556.57
119.587	1555.89
119.546	1555.35
119.547	1554.82
119.53	1554.37
119.53	1553.91
119.506	1553.55
119.503	1553.22
119.505	1552.85
119.488	1552.48
119.486	1552.08
119.487	1551.57
119.471	1551.02
119.45	1550.53
119.433	1550.13
119.427	1549.78
119.417	1549.47
119.41	1549.19
119.399	1548.93
119.379	1548.77
119.362	1548.74
119.359	1548.75
119.36	1548.73
119.36	1548.62
119.349	1548.45
119.332	1548.29
119.337	1548.01
119.306	1547.81
119.302	1547.62
119.3	1547.4
119.279	1547.22
119.283	1546.98
119.264	1546.77
119.244	1546.64
119.234	1546.59
119.218	1546.64
119.215	1546.72
119.214	1546.78
119.216	1546.72
119.198	1546.65
119.178	1546.63
119.168	1546.64
119.168	1546.62
119.16	1546.55
119.156	1546.42
119.157	1546.16
119.141	1545.85
119.127	1545.53
119.113	1545.22
119.111	1544.88
119.103	1544.5
119.074	1544.24
119.061	1544.09
119.055	1543.99
119.044	1543.96
119.032	1544.01
119.032	1544.03
119.03	1544
119.003	1544.05
119.012	1544.01
118.988	1544.03
118.982	1544.05
118.968	1544.11
118.958	1544.2
118.972	1544.15
118.928	1544.24
118.943	1544.25
118.934	1544.21
118.911	1544.22
118.906	1544.22
118.899	1544.22
118.893	1544.17
118.867	1544.23
118.87	1544.26
118.852	1544.34
118.843	1544.45
118.859	1544.41
118.845	1544.28
118.831	1544.12
118.805	1544.03
118.801	1543.97
118.805	1543.84
118.783	1543.74
118.759	1543.78
118.785	1543.67
118.771	1543.48
118.744	1543.36
118.744	1543.21
118.736	1543.04
118.735	1542.79
118.716	1542.55
118.721	1542.22
118.687	1541.98
118.713	1541.58
118.705	1541.05
118.681	1540.53
118.676	1539.97
118.668	1539.38
118.658	1538.78
118.65	1538.16
118.625	1537.66
118.623	1537.18
118.623	1536.67
118.623	1536.08
118.601	1535.52
118.61	1534.86
118.6	1534.13
118.582	1533.41
118.58	1532.66
118.559	1531.96
118.544	1531.35
118.54	1530.79
118.537	1530.22
118.505	1529.81
118.527	1529.32
118.522	1528.74
118.51	1528.11
118.5	1527.46
118.49	1526.8
118.488	1526.08
118.479	1525.33
118.446	1524.73
118.437	1524.24
118.459	1523.62
118.42	1523.13
118.431	1522.6
118.423	1522.03
118.423	1521.38
118.417	1520.64
118.384	1520.01
118.375	1519.47
118.365	1519
118.365	1518.53
118.378	1517.92
118.349	1517.35
118.361	1516.66
118.34	1515.96
118.313	1515.39
118.321	1514.8
118.313	1514.2
118.308	1513.57
118.291	1512.98
118.291	1512.35
118.292	1511.64
118.291	1510.81
118.249	1510.12
118.232	1509.6
118.252	1509.02
118.24	1508.42
118.231	1507.81
118.223	1507.2
118.197	1506.7
118.229	1506.01
118.19	1505.38
118.202	1504.67
118.167	1504.08
118.178	1503.44
118.164	1502.81
118.168	1502.11
118.141	1501.48
118.137	1500.88
118.115	1500.39
118.12	1499.9
118.103	1499.47
118.097	1499.07
118.065	1498.87
118.102	1498.5
118.074	1498.14
118.066	1497.78
118.052	1497.46
118.041	1497.2
118.035	1496.96
118.008	1496.86
118.005	1496.84
118.001	1496.84
117.985	1496.92
118.001	1496.88
117.977	1496.87
117.982	1496.77
117.948	1496.79
117.958	1496.75
117.941	1496.73
117.929	1496.76
117.921	1496.8
117.918	1496.83
117.918	1496.78
117.917	1496.61
117.918	1496.29
117.886	1496
117.878	1495.74
117.864	1495.53
117.858	1495.35
117.854	1495.16
117.821	1495.14
117.815	1495.23
117.806	1495.4
117.816	1495.52
117.806	1495.6
117.804	1495.61
117.78	1495.66
117.756	1495.85
117.758	1496.08
117.752	1496.31
117.741	1496.55
117.756	1496.65
117.743	1496.67
117.749	1496.51
117.728	1496.3
117.717	1496.06
117.707	1495.81
117.688	1495.62
117.678	1495.5
117.669	1495.42
117.657	1495.41
117.666	1495.33
117.667	1495.13
117.638	1494.98
117.629	1494.87
117.627	1494.75
117.615	1494.65
117.614	1494.51
117.598	1494.38
117.594	1494.25
117.579	1494.15
117.563	1494.13
117.594	1493.9
117.565	1493.65
117.539	1493.5
117.539	1493.37
117.541	1493.18
117.532	1492.96
117.531	1492.67
117.508	1492.41
117.494	1492.23
117.494	1492.05
117.478	1491.92
117.476	1491.78
117.448	1491.79
117.478	1491.63
117.474	1491.32
117.46	1490.93
117.439	1490.57
117.434	1490.2
117.422	1489.85
117.414	1489.51
117.413	1489.14
117.38	1488.91
117.377	1488.77
117.376	1488.65
117.378	1488.47
117.377	1488.19
117.362	1487.89
117.359	1487.53
117.359	1487.06
117.338	1486.61
117.326	1486.19
117.307	1485.88
117.308	1485.59
117.296	1485.35
117.313	1484.97
117.29	1484.59
117.29	1484.15
117.283	1483.67
117.251	1483.31
117.272	1482.85
117.254	1482.38
117.252	1481.87
117.236	1481.38
117.23	1480.89
117.225	1480.39
117.246	1479.68
117.227	1478.89
117.211	1478.08
117.202	1477.28
117.198	1476.45
117.189	1475.62
117.177	1474.82
117.177	1474
117.167	1473.17
117.155	1472.37
117.158	1471.53
117.129	1470.81
117.126	1470.14
117.147	1469.33
117.122	1468.54
117.11	1467.78
117.108	1467.01
117.091	1466.31
117.076	1465.71
117.064	1465.22
117.067	1464.75
117.064	1464.26
117.047	1463.83
117.045	1463.41
117.054	1462.88
117.041	1462.3
117.04	1461.63
117.013	1461.04
117.017	1460.42
116.999	1459.86
116.998	1459.29
116.997	1458.68
116.964	1458.22
116.979	1457.7
116.945	1457.35
116.942	1457.07
116.943	1456.81
116.941	1456.51
116.928	1456.23
116.929	1455.9
116.923	1455.52
116.917	1455.08
116.893	1454.73
116.875	1454.5
116.873	1454.32
116.862	1454.22
116.88	1454
116.856	1453.8
116.857	1453.55
116.818	1453.48
116.838	1453.36
116.83	1453.2
116.818	1453.04
116.808	1452.89
116.794	1452.79
116.779	1452.78
116.782	1452.78
116.775	1452.76
116.755	1452.82
116.752	1452.9
116.755	1452.92
116.75	1452.88
116.741	1452.8
116.73	1452.7
116.717	1452.63
116.713	1452.55
116.693	1452.55
116.685	1452.61
116.691	1452.62
116.685	1452.58
116.66	1452.62
116.67	1452.6
116.667	1452.49
116.641	1452.44
116.634	1452.44
116.616	1452.53
116.627	1452.57
116.629	1452.51
116.607	1452.46
116.604	1452.39
116.603	1452.25
116.591	1452.09
116.598	1451.81
116.567	1451.59
116.551	1451.49
116.547	1451.44
116.542	1451.42
116.534	1451.43
116.543	1451.34
116.504	1451.4
116.501	1451.53
116.491	1451.74
116.479	1452.03
116.495	1452.23
116.481	1452.41
116.479	1452.52
116.473	1452.55
116.448	1452.66
116.445	1452.77
116.44	1452.88
116.437	1452.95
116.427	1453
116.417	1453.05
116.415	1453.06
116.416	1452.97
116.399	1452.88
116.378	1452.88
116.389	1452.8
116.378	1452.7
116.371	1452.57
116.354	1452.49
116.349	1452.43
116.371	1452.17
116.328	1452.02
116.314	1451.98
116.354	1451.7
116.332	1451.35
116.313	1451.01
116.307	1450.66
116.3	1450.31
116.301	1449.91
116.294	1449.46
116.273	1449.07
116.293	1448.53
116.29	1447.85
116.29	1447.02
116.237	1446.39
116.234	1445.87
116.228	1445.45
116.23	1445.03
116.229	1444.59
116.232	1444.05
116.219	1443.49
116.212	1442.9
116.191	1442.4
116.184	1441.96
116.191	1441.47
116.191	1440.9
116.168	1440.38
116.164	1439.87
116.166	1439.31
116.169	1438.64
116.151	1437.97
116.149	1437.26
116.135	1436.57
116.12	1435.96
116.116	1435.38
116.11	1434.83
116.089	1434.4
116.103	1433.91
116.079	1433.5
116.065	1433.21
116.065	1432.96
116.087	1432.53
116.062	1432.11
116.057	1431.66
116.051	1431.19
116.054	1430.63
116.035	1430.08
116.023	1429.59
116.026	1429.06
116.001	1428.63
116.003	1428.22
116.008	1427.74
116.001	1427.22
116.001	1426.62
115.977	1426.07
115.976	1425.51
115.976	1424.92
115.976	1424.23
115.965	1423.51
115.946	1422.86
115.932	1422.29
115.926	1421.81
115.92	1421.37
115.912	1420.98
115.912	1420.59
115.89	1420.31
115.873	1420.17
115.875	1420.08
115.873	1420.01
115.869	1419.93
115.871	1419.76
115.858	1419.59
115.857	1419.35
115.851	1419.06
115.85	1418.69
115.825	1418.38
115.815	1418.13
115.799	1417.99
115.795	1417.93
115.79	1417.91
115.788	1417.89
115.801	1417.72
115.789	1417.48
115.787	1417.14
115.76	1416.86
115.766	1416.53
115.749	1416.25
115.749	1415.94
115.728	1415.73
115.747	1415.39
115.724	1415.08
115.694	1414.94
115.724	1414.68
115.71	1414.39
115.693	1414.14
115.684	1413.93
115.676	1413.76
115.673	1413.59
115.662	1413.46
115.661	1413.31
115.624	1413.36
115.66	1413.25
115.623	1413.25
115.644	1413.12
115.622	1413.01
115.617	1412.89
115.614	1412.73
115.6	1412.6
115.561	1412.71
115.58	1412.81
115.562	1413
115.556	1413.24
115.555	1413.49
115.536	1413.82
115.534	1414.17
115.537	1414.47
115.544	1414.63
115.543	1414.63
115.519	1414.63
115.501	1414.69
115.503	1414.74
115.492	1414.81
115.483	1414.9
115.486	1414.93
115.47	1414.99
115.453	1415.14
115.443	1415.37
115.434	1415.68
115.435	1415.99
115.434	1416.27
115.434	1416.47
115.433	1416.56
115.423	1416.6
115.421	1416.54
115.412	1416.42
115.406	1416.25
115.408	1415.97
115.371	1415.82
115.368	1415.74
115.361	1415.71
115.349	1415.76
115.369	1415.69
115.347	1415.63
115.347	1415.53
115.347	1415.35
115.341	1415.1
115.309	1414.98
115.322	1414.8
115.298	1414.72
115.297	1414.66
115.288	1414.64
115.283	1414.63
115.298	1414.48
115.306	1414.12
115.289	1413.66
115.25	1413.36
115.243	1413.17
115.244	1413.02
115.252	1412.8
115.22	1412.71
115.239	1412.53
115.234	1412.28
115.227	1411.97
115.218	1411.63
115.181	1411.49
115.181	1411.43
115.183	1411.4
115.21	1411.15
115.182	1410.89
115.183	1410.55
115.179	1410.14
115.167	1409.71
115.174	1409.17
115.157	1408.61
115.159	1407.99
115.148	1407.35
115.125	1406.81
115.124	1406.32
115.112	1405.9
115.119	1405.44
115.106	1405.02
115.116	1404.5
115.109	1403.91
115.112	1403.21
115.107	1402.41
115.09	1401.6
115.085	1400.79
115.057	1400.12
115.077	1399.38
115.049	1398.76
115.056	1398.12
115.042	1397.54
115.041	1396.96
115.037	1396.37
115.036	1395.74
115.007	1395.25
114.998	1394.87
114.997	1394.55
115.026	1394.03
114.998	1393.52
114.998	1392.97
114.997	1392.34
114.989	1391.68
114.976	1391.03
114.97	1390.4
114.974	1389.7
114.946	1389.11
114.934	1388.65
114.934	1388.24
114.921	1387.94
114.926	1387.63
114.936	1387.2
114.912	1386.82
114.912	1386.41
114.917	1385.92
114.874	1385.61
114.888	1385.3
114.894	1384.91
114.876	1384.55
114.864	1384.24
114.864	1383.94
114.864	1383.59
114.856	1383.22
114.844	1382.88
114.852	1382.46
114.825	1382.13
114.813	1381.89
114.811	1381.7
114.834	1381.36
114.81	1381.01
114.807	1380.64
114.8	1380.26
114.8	1379.82
114.8	1379.3
114.791	1378.73
114.766	1378.27
114.795	1377.62
114.75	1377.13
114.779	1376.49
114.732	1376.04
114.75	1375.56
114.729	1375.17
114.741	1374.72
114.729	1374.27
114.712	1373.9
114.722	1373.47
114.706	1373.07
114.691	1372.76
114.69	1372.48
114.691	1372.18
114.681	1371.89
114.673	1371.63
114.675	1371.32
114.667	1370.99
114.666	1370.62
114.636	1370.37
114.644	1370.12
114.621	1369.99
114.626	1369.87
114.617	1369.79
114.621	1369.66
114.604	1369.58
114.584	1369.61
114.605	1369.56
114.592	1369.48
114.6	1369.28
114.599	1368.95
114.566	1368.7
114.563	1368.5
114.56	1368.3
114.554	1368.11
114.538	1367.99
114.545	1367.84
114.532	1367.71
114.518	1367.65
114.505	1367.69
114.498	1367.81
114.496	1367.97
114.479	1368.24
114.475	1368.56
114.475	1368.89
114.476	1369.17
114.476	1369.37
114.475	1369.46
114.472	1369.43
114.447	1369.45
114.452	1369.42
114.432	1369.45
114.427	1369.5
114.422	1369.58
114.42	1369.64
114.414	1369.68
114.391	1369.83
114.379	1370.1
114.373	1370.45
114.405	1370.6
114.399	1370.6
114.374	1370.61
114.373	1370.58
114.37	1370.49
114.365	1370.36
114.356	1370.2
114.351	1370.01
114.339	1369.85
114.328	1369.74
114.344	1369.51
114.313	1369.37
114.306	1369.3
114.309	1369.23
114.311	1369.09
114.293	1368.99
114.287	1368.92
114.29	1368.8
114.29	1368.61
114.288	1368.33
114.289	1367.93
114.287	1367.4
114.278	1366.81
114.249	1366.32
114.248	1365.87
114.248	1365.42
114.248	1364.93
114.227	1364.52
114.244	1364.01
114.209	1363.64
114.236	1363.14
114.238	1362.5
114.186	1362.05
114.211	1361.55
114.184	1361.16
114.198	1360.71
114.18	1360.31
114.183	1359.89
114.187	1359.39
114.172	1358.88
114.163	1358.41
114.162	1357.91
114.161	1357.37
114.132	1356.96
114.136	1356.59
114.162	1356.02
114.16	1355.29
114.125	1354.63
114.122	1354.01
114.123	1353.36
114.117	1352.71
114.107	1352.09
114.113	1351.41
114.103	1350.72
114.099	1350.01
114.09	1349.31
114.072	1348.72
114.069	1348.18
114.073	1347.63
114.044	1347.23
114.045	1346.91
114.058	1346.52
114.062	1346.01
114.036	1345.56
114.039	1345.09
114.038	1344.56
114.035	1343.99
114.036	1343.33
114.026	1342.63
114.006	1342
113.998	1341.45
113.98	1341.05
113.992	1340.63
113.986	1340.23
113.98	1339.83
113.972	1339.45
113.974	1339.04
113.983	1338.5
113.972	1337.91
113.973	1337.22
113.967	1336.47
113.934	1335.86
113.932	1335.33
113.926	1334.87
113.934	1334.38
113.921	1333.92
113.91	1333.52
113.904	1333.18
113.897	1332.89
113.877	1332.74
113.87	1332.72
113.868	1332.76
113.87	1332.8
113.87	1332.81
113.864	1332.79
113.853	1332.79
113.859	1332.7
113.856	1332.55
113.845	1332.37
113.833	1332.21
113.82	1332.12
113.815	1332.07
113.799	1332.13
113.794	1332.27
113.791	1332.45
113.784	1332.67
113.782	1332.9
113.754	1333.29
113.751	1333.78
113.781	1334.08
113.772	1334.28
113.775	1334.32
113.744	1334.42
113.745	1334.49
113.74	1334.55
113.729	1334.63
113.721	1334.74
113.719	1334.84
113.718	1334.9
113.688	1335.1
113.696	1335.31
113.681	1335.59
113.701	1335.74
113.663	1336.02
113.656	1336.41
113.661	1336.79
113.656	1337.16
113.656	1337.49
113.667	1337.66
113.657	1337.74
113.653	1337.73
113.645	1337.65
113.623	1337.64
113.619	1337.66
113.619	1337.67
113.616	1337.65
113.617	1337.57
113.617	1337.4
113.614	1337.13
113.595	1336.88
113.567	1336.8
113.594	1336.62
113.579	1336.44
113.583	1336.19
113.578	1335.89
113.554	1335.67
113.552	1335.48
113.542	1335.36
